iso3_country,country_name,year,sector,sector_clean,gas,emissions
AGO,AGO,2025,buildings,Buildings,co2e_100yr,9965485.21121635
AGO,AGO,2025,fluorinated-gases,Fluorinated Gases,co2e_100yr,764797.7810999996
AGO,AGO,2025,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,35569506.12976925
AGO,AGO,2025,manufacturing,Manufacturing,co2e_100yr,6440022.207308699
AGO,AGO,2025,mineral-extraction,Mineral Extraction,co2e_100yr,729.0
AGO,AGO,2025,power,Power,co2e_100yr,4425201.389109063
AGO,AGO,2025,transportation,Transportation,co2e_100yr,18505157.1312463
AGO,AGO,2025,waste,Waste,co2e_100yr,4504489.29431263
AIA,AIA,2015,agriculture,Agriculture,co2e_100yr,0.0
AIA,AIA,2015,buildings,Buildings,co2e_100yr,1010.2778681771148
AIA,AIA,2015,fluorinated-gases,Fluorinated Gases,co2e_100yr,0.0
AIA,AIA,2015,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,388.1093449999998
AIA,AIA,2015,manufacturing,Manufacturing,co2e_100yr,0.7239930000285679
AIA,AIA,2015,mineral-extraction,Mineral Extraction,co2e_100yr,0.0
AIA,AIA,2015,power,Power,co2e_100yr,96141.09155540576
AIA,AIA,2015,transportation,Transportation,co2e_100yr,47354.42152769999
AIA,AIA,2015,waste,Waste,co2e_100yr,3821.501412344234
AIA,AIA,2016,agriculture,Agriculture,co2e_100yr,0.0
AIA,AIA,2016,buildings,Buildings,co2e_100yr,1049.0715039935217
AIA,AIA,2016,fluorinated-gases,Fluorinated Gases,co2e_100yr,0.0
AIA,AIA,2016,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,0.0
AIA,AIA,2016,manufacturing,Manufacturing,co2e_100yr,0.7311120000288489
AIA,AIA,2016,mineral-extraction,Mineral Extraction,co2e_100yr,0.0
AIA,AIA,2016,power,Power,co2e_100yr,96404.21348136674
AIA,AIA,2016,transportation,Transportation,co2e_100yr,56342.549732324
AIA,AIA,2016,waste,Waste,co2e_100yr,3840.638631364805
AIA,AIA,2017,agriculture,Agriculture,co2e_100yr,0.0
AIA,AIA,2017,buildings,Buildings,co2e_100yr,1065.9978259076963
AIA,AIA,2017,fluorinated-gases,Fluorinated Gases,co2e_100yr,0.0
AIA,AIA,2017,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,0.0
AIA,AIA,2017,manufacturing,Manufacturing,co2e_100yr,0.7383000000291323
AIA,AIA,2017,mineral-extraction,Mineral Extraction,co2e_100yr,0.0
AIA,AIA,2017,power,Power,co2e_100yr,96141.33647714824
AIA,AIA,2017,transportation,Transportation,co2e_100yr,56597.382063021214
