iso3_country,country_name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,change_2015_2025,percent_change_2015_2025,archetype
SVN,SVN,17015835.912413374,18258976.932108298,18379977.79819085,18096105.901543394,17770859.63237582,16714449.373207426,17205004.44460744,16021778.152811151,15896637.658147154,16496813.292281484,15668245.454454077,-1347590.4579592962,-7.919625370718364,"Lower-emitting, stable/moderate growth"
SWE,SWE,84217088.26548249,86728406.00738172,87746625.80323502,86441515.277194,85504768.38026494,82559344.04462789,84887520.8295097,85124589.2540107,83821938.45187548,83398220.7598707,83188427.69424158,-1028660.571240902,-1.2214392499514999,"Lower-emitting, stable/moderate growth"
SWZ,SWZ,3308196.9281394193,3262288.525229539,3215355.475783657,3193003.396071455,3395530.991430025,3237272.018330923,3327777.1668575695,3571077.9724660907,3681963.0076977285,3774599.4408008503,3822466.0699421726,514269.1418027533,15.545300143059688,"Lower-emitting, stable/moderate growth"
SXM,SXM,901936.3049469484,898970.8665793187,697895.3824816627,659283.7421502784,780391.163726197,627101.2823982376,793791.2877517304,794672.6260730298,767338.371854958,790234.1271222115,848759.2091735039,-53177.09577344451,-5.895881503137006,"Lower-emitting, stable/moderate growth"
SYC,SYC,1051268.9148586604,1189335.635521542,1309169.1594869231,1404753.859137253,1507765.6278166932,1331946.8391452061,1391151.8668281331,1545730.4047640364,1558184.3342839824,1562434.2355911373,1597092.3798797452,545823.4650210848,51.92044179242843,"Lower-emitting, fast-growing"
SYR,SYR,67294741.04880548,60633623.31718899,66078220.27050444,71738309.15835099,69687692.83596201,67117516.20263818,69732403.1763738,71242636.85247496,73009059.73455271,74939725.7911514,76187854.83967601,8893113.790870532,13.215169049273563,"Lower-emitting, stable/moderate growth"
TCA,TCA,660007.8093743332,699610.2814658671,701074.7950068841,658289.2938817332,770239.562325653,432863.87117404863,463509.9740631189,694252.8636987865,680162.3011470645,750661.3423848763,775252.9834669774,115245.17409264413,17.461183406586194,"Lower-emitting, stable/moderate growth"
TCD,TCD,86180390.45713827,90487495.90770015,96836505.7169067,102587672.55382967,109094271.834609,114198854.49507116,117964400.48853588,125986283.97990099,133391605.80665769,136080495.33444655,136388547.7607913,50208157.30365303,58.259375523047794,"Lower-emitting, fast-growing"
TGO,TGO,8372077.942367755,9121109.38814812,9436698.703476906,9347896.421993375,10029784.27499158,10627043.18632386,10294592.004058404,10796800.635745028,10984105.415443935,11374570.034330241,11564740.39205059,3192662.4496828355,38.13464795312095,"Lower-emitting, fast-growing"
THA,THA,429306867.9587247,445041638.9440239,422728041.4111351,416316696.2904499,438578083.0312479,430148321.93311703,465608321.45398885,482252931.6808444,489104325.62543,501965789.6118141,503472966.47877693,74166098.52005225,17.275777318145042,"High-emitting, stable/moderate growth"
TJK,TJK,21310224.63390506,20319718.59055301,20884528.053538587,22980893.849304013,24195844.26792931,25442796.551302552,26531870.50743328,26742631.413000207,27364262.40681389,27483743.459973514,27517806.398735978,6207581.764830917,29.12959328900978,"Lower-emitting, fast-growing"
TKL,TKL,1991.8753137025672,2000.9844719104228,2066.816940211491,2203.022250433319,2460.899265055891,2658.1582537931995,3105.423741601766,3137.535010588497,2627.2588957811386,2671.666903323904,2809.7978524238583,817.9225387212912,41.062938683692416,"Lower-emitting, fast-growing"
TKM,TKM,241476925.3552858,236426099.519479,229300107.5360963,229250365.62700158,230252320.7160967,228948641.99732456,235099702.7338138,243160492.05591995,244666009.26745865,235464191.26449707,240154822.75350735,-1322102.6017784476,-0.547506806223093,"Lower-emitting, stable/moderate growth"
TLS,TLS,7668575.34297791,7339079.169842819,6711099.330635893,6565204.182611441,6538772.07013396,6138638.817187416,6146131.913063279,4210583.226598026,2875857.235475636,2329023.156643147,2127802.667026138,-5540772.675951772,-72.25296001069404,"Lower-emitting, declining"
TON,TON,324233.941867574,354614.7824023668,395969.76480498724,377498.6208624847,416899.19698411424,351258.08756556135,360049.0956629618,390053.34748041723,438698.81545664195,443646.8044488735,446005.68102998333,121771.73916240933,37.55675252905639,"Lower-emitting, fast-growing"
TTO,TTO,60042057.73316061,54844739.279091105,56658593.72966659,56716286.59178531,56294337.26109235,51684276.87356898,47631658.262875736,48975691.13733012,46261800.87220249,45802850.20979121,43293476.38163929,-16748581.35152132,-27.894749087307268,"Lower-emitting, declining"
TUN,TUN,54192999.320855364,53007824.26286522,54475741.548516095,54081722.59082426,54173584.336561516,52467489.62942378,55786501.93379273,56008749.64621562,55531360.29187481,54938807.115613796,55643719.114427194,1450719.7935718298,2.676950550351883,"Lower-emitting, stable/moderate growth"
TUR,TUR,511617807.98580766,536777967.14545476,573795365.9191653,573151452.2668705,566014623.6578746,566736263.3667763,602784201.8887057,605366565.7886661,603764033.6581333,616337975.8454293,631248606.4122332,119630798.42642558,23.38284488129939,"High-emitting, stable/moderate growth"
TUV,TUV,138696.39226336582,133169.07972888494,115203.52476134842,110695.88757110485,103749.74193249049,66612.29956309599,51358.66955120955,45259.647124399075,61972.34506590888,81176.52213162457,62214.63773235553,-76481.75453101029,-55.143290523218305,"Lower-emitting, declining"
TWN,TWN,323421489.13019115,329751614.39873666,337673641.3454264,336149430.23785305,327016271.66329354,319685094.6440959,329781894.7140817,320862034.54490954,317521836.88352925,316575472.12607193,303751213.1997698,-19670275.930421352,-6.0819322746062845,"Lower-emitting, stable/moderate growth"
TZA,TZA,99841419.70365804,105001249.29936981,107321078.83636191,112991328.65463154,120196272.06270158,123208605.50599098,136607413.74476928,144067049.68810305,148376231.46651107,153180182.94632214,154332171.75984132,54490752.05618328,54.577300901688616,"Lower-emitting, fast-growing"
UGA,UGA,58001478.314247034,59468869.26435765,59895006.64279632,62105305.67108744,63286240.14017831,64297770.933172666,65899852.36810229,66589616.0769808,68155364.94257319,70090165.38950421,70674435.19008276,12672956.875835724,21.8493687474218,"Lower-emitting, stable/moderate growth"
UKR,UKR,394294927.9855748,403873658.917088,388740020.5433827,398422144.5686088,389155152.7717092,379201047.8558993,374627093.83538276,296718995.30969024,276770395.1184486,273515538.4000488,271188887.1731654,-123106040.8124094,-31.22181698896041,"Lower-emitting, declining"
UMI,UMI,3236.71018538615,3268.4231823914574,3299.0321449858757,3343.255032948888,3329.4575541958575,3352.0534682143343,3697.1547614559,2757.3765367567294,2810.1551280699096,2813.300385301993,2880.6903197891424,-356.01986559700754,-10.999436007723169,"Lower-emitting, declining"
UNK,UNK,0.0,234929744.1640468,253189043.3250348,267197228.0875183,269193847.7960345,272186433.34903014,253777199.9282535,203732976.2054124,173657103.07571238,182665661.5562752,200773923.1581777,200773923.1581777,,Undefined baseline
URY,URY,37193439.947770335,37323688.84888206,36693528.13077704,36491465.57906409,36795284.90854288,36561843.59918488,42273434.15285248,42436876.873358406,39957855.90587796,39913151.27425831,40003358.312283576,2809918.3645132408,7.554876258983109,"Lower-emitting, stable/moderate growth"
USA,USA,6962718117.74729,6853396404.51936,6806021199.887638,7052309225.80425,6958393352.896213,6398239067.660634,6772105309.507623,6911308568.791216,6842613746.19562,6917411001.262154,6958966262.668473,-3751855.078816414,-0.053884919874227,"High-emitting, stable/moderate growth"
UZB,UZB,198226431.200171,209503037.37254184,213832725.4679557,211547053.10186312,218980814.1121997,227627658.2637233,230534316.04747817,238939278.16313577,241940417.1358001,245520132.73506078,248700565.11513558,50474133.91496459,25.462867695981124,"Lower-emitting, fast-growing"
VAT,VAT,14873.11917330193,14735.125835350727,14776.300351694816,15368.770405484069,14918.86152961295,14417.312539572667,14003.143753472683,12444.364735421652,11643.702059218818,11568.796259847702,11474.654123941418,-3398.4650493605113,-22.84971302765424,"Lower-emitting, declining"
VCT,VCT,303620.3139380896,343325.1167024142,374985.5340690507,447484.6345536707,464576.0039482602,436237.0141984008,420733.27529070666,480365.65342695615,468939.5491999735,504397.2295918356,531774.8359421241,228154.52200403454,75.14468285891995,"Lower-emitting, fast-growing"
VEN,VEN,600730223.4961599,564451969.5222906,511786878.5805049,410071837.7937873,308076496.7953021,216769600.42487702,227220859.22744232,246387660.43826345,263921030.88566878,264329844.27574193,269416605.94775367,-331313617.54840624,-55.15181434025587,"Lower-emitting, declining"
VGB,VGB,415442.3034230741,541718.7574348303,409328.51901410206,328605.7285457419,425049.306723877,306227.1091092868,332195.9247833665,410214.68383953336,499421.3307349274,602430.7247278999,641877.6789569561,226435.37553388206,54.50465050577361,"Lower-emitting, fast-growing"
VIR,VIR,1120059.7477949923,1175661.0103740578,1147816.8860772243,1138892.2391283708,1312486.383742884,1002689.610246781,1274405.8315088267,1274971.2158615533,1388497.4133788268,1396793.0356651824,1307128.327739959,187068.5799449666,16.701660809902286,"Lower-emitting, stable/moderate growth"
VNM,VNM,352064855.3172327,382880595.88775516,385596633.8056237,423430146.06840986,474723624.04029316,474334893.02823806,472287042.5397366,467047260.3482964,495647110.298913,523741292.83878976,535848085.82696307,183783230.50973034,52.201527001077686,"High-emitting, fast-growing"
VUT,VUT,496301.19684500096,538519.0391040992,565095.9073758818,627220.0037331793,596747.614451484,522458.1770574504,491579.1065683154,548581.8080245871,673260.0872955034,710010.8898976439,678362.7263743326,182061.5295293316,36.68367730859834,"Lower-emitting, fast-growing"
WLF,WLF,38186.944616360626,38766.43258299237,41269.333441528666,41181.475016596094,40899.693732204294,38187.6401955043,41476.3445283451,42782.0067611513,43069.16436370799,43339.45310208277,40816.80995662029,2629.865340259661,6.886817907743619,"Lower-emitting, stable/moderate growth"
WSM,WSM,486489.7024651731,522956.99943726213,509199.6834978603,517742.56614630925,560614.3158496087,509139.42311302986,502679.7186665088,527207.1387626035,612439.5964459379,626245.866966312,610447.3463114202,123957.64384624711,25.480013907410715,"Lower-emitting, fast-growing"
XKX,XKX,10258673.569043998,10776730.92287983,11220773.512275692,10956803.789628576,11299572.725799548,11446024.016117103,11577646.54323152,11726102.300613143,10888330.34734768,11612908.100293927,10380441.200091382,121767.63104738481,1.186972469957754,"Lower-emitting, stable/moderate growth"
YEM,YEM,43709103.41326533,38694903.433295846,40072781.823529564,43376788.92801845,45437904.21741436,43352865.92316547,45504187.15225661,45999255.3433528,46968880.78006144,47959704.70673921,47908130.492249094,4199027.078983761,9.60675637585692,"Lower-emitting, stable/moderate growth"
ZAF,ZAF,627603845.5290575,620096853.8888603,651795553.0426096,644666570.6006464,645897874.7677147,609430359.0463285,609049041.2769818,596019610.9773986,593223142.9828976,608925976.0022123,612058864.3129096,-15544981.2161479,-2.4768779424931333,"High-emitting, stable/moderate growth"
ZMB,ZMB,42038931.12541908,42701486.48605202,44625347.62469642,46218343.947447285,46399589.00483247,49513446.85444537,50587968.06026998,53777006.35081559,54911056.37122888,54883155.71407376,54419551.22869298,12380620.103273898,29.45036843667009,"Lower-emitting, fast-growing"
ZNC,ZNC,0.0,0.0,0.0,0.0,0.0,0.0,2776261.05095173,2877230.768384417,2908835.971141439,2970233.803309477,3000944.6344348593,3000944.6344348593,,Undefined baseline
ZWE,ZWE,41151678.18352006,37049220.06663783,37403038.693896346,42199744.28992451,39738801.08890055,34891073.2040883,36695104.00994602,37753438.515290424,39701982.117491364,43473966.58207738,44047309.658610456,2895631.4750903994,7.036484544268252,"Lower-emitting, stable/moderate growth"
