iso3_country,country_name,year,emissions
SRB,SRB,2018,63430703.80854712
SRB,SRB,2019,62147799.50462562
SRB,SRB,2020,62022543.7147343
SRB,SRB,2021,60547866.12418519
SRB,SRB,2022,59833473.662289456
SRB,SRB,2023,61544144.54996157
SRB,SRB,2024,62712217.96471869
SRB,SRB,2025,64093351.55071187
SSD,SSD,2015,49835384.77545553
SSD,SSD,2016,49326923.199056365
SSD,SSD,2017,49214972.05585671
SSD,SSD,2018,52074114.44417352
SSD,SSD,2019,54033789.63206287
SSD,SSD,2020,54191870.5445017
SSD,SSD,2021,53476039.74553481
SSD,SSD,2022,54554775.83393114
SSD,SSD,2023,55623797.9565387
SSD,SSD,2024,54223541.16019012
SSD,SSD,2025,55106090.63411892
STP,STP,2015,240206.60611262065
STP,STP,2016,249421.0779773992
STP,STP,2017,252925.7665700857
STP,STP,2018,252871.0975697717
STP,STP,2019,278068.15649399994
STP,STP,2020,281012.82341636025
STP,STP,2021,287945.469429036
STP,STP,2022,278756.5334018413
STP,STP,2023,281671.980715666
STP,STP,2024,284023.89753455034
STP,STP,2025,285244.8484745159
SUR,SUR,2015,6311553.836179616
SUR,SUR,2016,6634825.210989537
SUR,SUR,2017,5955053.905626495
SUR,SUR,2018,5646614.7611449575
SUR,SUR,2019,6364958.834390255
SUR,SUR,2020,6103332.980090529
SUR,SUR,2021,5919687.584122275
SUR,SUR,2022,6162043.632020531
SUR,SUR,2023,6461947.617702159
SUR,SUR,2024,5958407.206715588
SUR,SUR,2025,5972223.007137812
SVK,SVK,2015,45906221.19926333
SVK,SVK,2016,47607248.80800478
SVK,SVK,2017,49587606.64931062
SVK,SVK,2018,49860368.70804247
SVK,SVK,2019,46529168.46974763
SVK,SVK,2020,43833956.60074434
SVK,SVK,2021,49599456.93597072
SVK,SVK,2022,43878960.80497197
SVK,SVK,2023,43873135.57705012
SVK,SVK,2024,41571879.25515599
SVK,SVK,2025,42551438.850452825
SVN,SVN,2015,17015835.912413374
SVN,SVN,2016,18258976.932108294
SVN,SVN,2017,18379977.79819085
SVN,SVN,2018,18096105.901543397
SVN,SVN,2019,17770859.63237582
SVN,SVN,2020,16714449.373207426
SVN,SVN,2021,17205004.44460744
SVN,SVN,2022,16021778.152811153
SVN,SVN,2023,15896637.658147154
SVN,SVN,2024,16496813.292281484
SVN,SVN,2025,15668245.454454076
SWE,SWE,2015,84217088.26548249
SWE,SWE,2016,86728406.00738172
SWE,SWE,2017,87746625.80323502
SWE,SWE,2018,86441515.277194
SWE,SWE,2019,85504768.38026494
SWE,SWE,2020,82559344.04462789
SWE,SWE,2021,84887520.8295097
SWE,SWE,2022,85124589.2540107
SWE,SWE,2023,83821938.45187548
SWE,SWE,2024,83398220.7598707
SWE,SWE,2025,83188427.69424158
SWZ,SWZ,2015,3308196.9281394198
SWZ,SWZ,2016,3262288.525229539
SWZ,SWZ,2017,3215355.475783657
SWZ,SWZ,2018,3193003.396071455
SWZ,SWZ,2019,3395530.991430025
SWZ,SWZ,2020,3237272.018330923
SWZ,SWZ,2021,3327777.166857569
SWZ,SWZ,2022,3571077.9724660907
SWZ,SWZ,2023,3681963.007697729
SWZ,SWZ,2024,3774599.44080085
SWZ,SWZ,2025,3822466.0699421726
SXM,SXM,2015,901936.3049469484
SXM,SXM,2016,898970.8665793187
SXM,SXM,2017,697895.3824816627
SXM,SXM,2018,659283.7421502784
SXM,SXM,2019,780391.163726197
SXM,SXM,2020,627101.2823982376
SXM,SXM,2021,793791.2877517304
SXM,SXM,2022,794672.6260730298
SXM,SXM,2023,767338.371854958
SXM,SXM,2024,790234.1271222115
SXM,SXM,2025,848759.2091735039
SYC,SYC,2015,1051268.9148586604
SYC,SYC,2016,1189335.635521542
SYC,SYC,2017,1309169.1594869231
SYC,SYC,2018,1404753.859137253
SYC,SYC,2019,1507765.6278166932
SYC,SYC,2020,1331946.839145206
SYC,SYC,2021,1391151.8668281331
SYC,SYC,2022,1545730.4047640364
SYC,SYC,2023,1558184.3342839824
SYC,SYC,2024,1562434.2355911373
SYC,SYC,2025,1597092.3798797452
SYR,SYR,2015,67294741.04880548
SYR,SYR,2016,60633623.31718899
SYR,SYR,2017,66078220.27050444
SYR,SYR,2018,71738309.15835099
SYR,SYR,2019,69687692.83596201
SYR,SYR,2020,67117516.20263818
SYR,SYR,2021,69732403.1763738
SYR,SYR,2022,71242636.85247496
SYR,SYR,2023,73009059.73455271
SYR,SYR,2024,74939725.7911514
SYR,SYR,2025,76187854.83967601
TCA,TCA,2015,660007.8093743332
TCA,TCA,2016,699610.2814658671
TCA,TCA,2017,701074.7950068841
TCA,TCA,2018,658289.2938817332
TCA,TCA,2019,770239.562325653
TCA,TCA,2020,432863.87117404863
TCA,TCA,2021,463509.9740631189
TCA,TCA,2022,694252.8636987865
TCA,TCA,2023,680162.3011470645
TCA,TCA,2024,750661.3423848763
TCA,TCA,2025,775252.9834669774
TCD,TCD,2015,86180390.45713827
TCD,TCD,2016,90487495.90770017
TCD,TCD,2017,96836505.7169067
TCD,TCD,2018,102587672.55382968
TCD,TCD,2019,109094271.834609
TCD,TCD,2020,114198854.49507116
TCD,TCD,2021,117964400.48853588
TCD,TCD,2022,125986283.979901
TCD,TCD,2023,133391605.80665769
TCD,TCD,2024,136080495.33444655
TCD,TCD,2025,136388547.7607913
TGO,TGO,2015,8372077.942367755
TGO,TGO,2016,9121109.38814812
TGO,TGO,2017,9436698.703476906
TGO,TGO,2018,9347896.421993377
TGO,TGO,2019,10029784.27499158
TGO,TGO,2020,10627043.18632386
TGO,TGO,2021,10294592.004058404
TGO,TGO,2022,10796800.635745028
TGO,TGO,2023,10984105.415443936
TGO,TGO,2024,11374570.03433024
TGO,TGO,2025,11564740.39205059
THA,THA,2015,429306867.9587247
THA,THA,2016,445041638.9440239
THA,THA,2017,422728041.4111351
THA,THA,2018,416316696.2904499
THA,THA,2019,438578083.0312479
THA,THA,2020,430148321.933117
THA,THA,2021,465608321.4539889
THA,THA,2022,482252931.6808444
THA,THA,2023,489104325.62543
THA,THA,2024,501965789.6118141
THA,THA,2025,503472966.4787769
TJK,TJK,2015,21310224.63390506
TJK,TJK,2016,20319718.59055301
TJK,TJK,2017,20884528.053538587
TJK,TJK,2018,22980893.849304013
TJK,TJK,2019,24195844.26792931
TJK,TJK,2020,25442796.551302552
TJK,TJK,2021,26531870.50743328
TJK,TJK,2022,26742631.413000207
TJK,TJK,2023,27364262.40681389
TJK,TJK,2024,27483743.459973518
TJK,TJK,2025,27517806.398735978
TKL,TKL,2015,1991.8753137025672
TKL,TKL,2016,2000.9844719104228
TKL,TKL,2017,2066.816940211491
TKL,TKL,2018,2203.022250433319
TKL,TKL,2019,2460.899265055891
TKL,TKL,2020,2658.1582537931995
TKL,TKL,2021,3105.423741601766
TKL,TKL,2022,3137.535010588497
TKL,TKL,2023,2627.2588957811386
TKL,TKL,2024,2671.666903323904
TKL,TKL,2025,2809.7978524238583
TKM,TKM,2015,241476925.3552858
TKM,TKM,2016,236426099.519479
TKM,TKM,2017,229300107.5360963
TKM,TKM,2018,229250365.6270016
TKM,TKM,2019,230252320.7160967
TKM,TKM,2020,228948641.99732456
TKM,TKM,2021,235099702.7338138
TKM,TKM,2022,243160492.05591995
TKM,TKM,2023,244666009.26745865
TKM,TKM,2024,235464191.26449707
TKM,TKM,2025,240154822.75350732
TLS,TLS,2015,7668575.34297791
TLS,TLS,2016,7339079.169842819
TLS,TLS,2017,6711099.330635893
TLS,TLS,2018,6565204.182611441
TLS,TLS,2019,6538772.07013396
TLS,TLS,2020,6138638.817187416
TLS,TLS,2021,6146131.913063279
TLS,TLS,2022,4210583.226598026
TLS,TLS,2023,2875857.235475636
TLS,TLS,2024,2329023.156643147
TLS,TLS,2025,2127802.667026138
TON,TON,2015,324233.941867574
TON,TON,2016,354614.7824023668
TON,TON,2017,395969.7648049872
TON,TON,2018,377498.6208624847
TON,TON,2019,416899.19698411424
TON,TON,2020,351258.08756556135
TON,TON,2021,360049.0956629618
TON,TON,2022,390053.3474804172
TON,TON,2023,438698.815456642
TON,TON,2024,443646.8044488735
TON,TON,2025,446005.6810299833
TTO,TTO,2015,60042057.73316061
TTO,TTO,2016,54844739.27909111
TTO,TTO,2017,56658593.72966659
TTO,TTO,2018,56716286.59178531
TTO,TTO,2019,56294337.26109235
TTO,TTO,2020,51684276.87356898
TTO,TTO,2021,47631658.262875736
TTO,TTO,2022,48975691.13733012
TTO,TTO,2023,46261800.87220249
TTO,TTO,2024,45802850.20979121
TTO,TTO,2025,43293476.38163929
TUN,TUN,2015,54192999.32085536
TUN,TUN,2016,53007824.26286522
TUN,TUN,2017,54475741.548516095
TUN,TUN,2018,54081722.59082426
TUN,TUN,2019,54173584.33656152
TUN,TUN,2020,52467489.62942378
TUN,TUN,2021,55786501.93379273
TUN,TUN,2022,56008749.64621562
TUN,TUN,2023,55531360.29187481
TUN,TUN,2024,54938807.1156138
TUN,TUN,2025,55643719.1144272
TUR,TUR,2015,511617807.98580766
TUR,TUR,2016,536777967.1454548
TUR,TUR,2017,573795365.9191653
TUR,TUR,2018,573151452.2668705
TUR,TUR,2019,566014623.6578746
TUR,TUR,2020,566736263.3667763
TUR,TUR,2021,602784201.8887057
TUR,TUR,2022,605366565.7886661
TUR,TUR,2023,603764033.6581333
TUR,TUR,2024,616337975.8454293
TUR,TUR,2025,631248606.4122332
TUV,TUV,2015,138696.39226336582
TUV,TUV,2016,133169.07972888494
TUV,TUV,2017,115203.52476134842
TUV,TUV,2018,110695.88757110485
TUV,TUV,2019,103749.74193249048
TUV,TUV,2020,66612.29956309599
TUV,TUV,2021,51358.66955120955
TUV,TUV,2022,45259.64712439908
TUV,TUV,2023,61972.34506590888
TUV,TUV,2024,81176.52213162457
TUV,TUV,2025,62214.63773235553
TWN,TWN,2015,323421489.13019115
TWN,TWN,2016,329751614.39873666
TWN,TWN,2017,337673641.3454264
TWN,TWN,2018,336149430.23785305
TWN,TWN,2019,327016271.66329354
TWN,TWN,2020,319685094.6440959
TWN,TWN,2021,329781894.7140817
TWN,TWN,2022,320862034.54490954
TWN,TWN,2023,317521836.88352925
TWN,TWN,2024,316575472.126072
TWN,TWN,2025,303751213.1997698
TZA,TZA,2015,99841419.70365804
TZA,TZA,2016,105001249.2993698
TZA,TZA,2017,107321078.83636191
TZA,TZA,2018,112991328.65463154
TZA,TZA,2019,120196272.06270158
TZA,TZA,2020,123208605.50599098
TZA,TZA,2021,136607413.74476928
TZA,TZA,2022,144067049.68810305
TZA,TZA,2023,148376231.46651107
TZA,TZA,2024,153180182.94632214
TZA,TZA,2025,154332171.75984132
UGA,UGA,2015,58001478.31424704
UGA,UGA,2016,59468869.26435765
UGA,UGA,2017,59895006.64279632
UGA,UGA,2018,62105305.67108744
UGA,UGA,2019,63286240.14017831
UGA,UGA,2020,64297770.933172666
UGA,UGA,2021,65899852.36810229
UGA,UGA,2022,66589616.0769808
UGA,UGA,2023,68155364.94257319
UGA,UGA,2024,70090165.38950421
UGA,UGA,2025,70674435.19008276
UKR,UKR,2015,394294927.9855748
UKR,UKR,2016,403873658.917088
UKR,UKR,2017,388740020.5433827
UKR,UKR,2018,398422144.5686088
UKR,UKR,2019,389155152.7717092
UKR,UKR,2020,379201047.8558993
UKR,UKR,2021,374627093.8353828
UKR,UKR,2022,296718995.30969024
UKR,UKR,2023,276770395.1184486
UKR,UKR,2024,273515538.4000488
UKR,UKR,2025,271188887.1731654
UMI,UMI,2015,3236.71018538615
UMI,UMI,2016,3268.423182391457
UMI,UMI,2017,3299.032144985876
UMI,UMI,2018,3343.255032948888
UMI,UMI,2019,3329.457554195857
UMI,UMI,2020,3352.0534682143343
UMI,UMI,2021,3697.1547614559
UMI,UMI,2022,2757.3765367567294
UMI,UMI,2023,2810.1551280699096
UMI,UMI,2024,2813.300385301993
UMI,UMI,2025,2880.6903197891424
UNK,UNK,2015,0.0
UNK,UNK,2016,234929744.1640468
UNK,UNK,2017,253189043.3250348
UNK,UNK,2018,267197228.0875183
UNK,UNK,2019,269193847.7960345
UNK,UNK,2020,272186433.34903014
UNK,UNK,2021,253777199.9282535
UNK,UNK,2022,203732976.2054124
UNK,UNK,2023,173657103.07571238
UNK,UNK,2024,182665661.5562752
UNK,UNK,2025,200773923.1581777
URY,URY,2015,37193439.947770335
URY,URY,2016,37323688.84888206
URY,URY,2017,36693528.13077704
URY,URY,2018,36491465.57906409
URY,URY,2019,36795284.90854288
URY,URY,2020,36561843.59918488
URY,URY,2021,42273434.15285248
URY,URY,2022,42436876.873358406
URY,URY,2023,39957855.90587796
URY,URY,2024,39913151.27425831
URY,URY,2025,40003358.312283576
USA,USA,2015,6962718117.74729
USA,USA,2016,6853396404.51936
USA,USA,2017,6806021199.887638
USA,USA,2018,7052309225.80425
USA,USA,2019,6958393352.896213
USA,USA,2020,6398239067.660634
USA,USA,2021,6772105309.507623
USA,USA,2022,6911308568.791216
USA,USA,2023,6842613746.19562
USA,USA,2024,6917411001.262154
USA,USA,2025,6958966262.668473
UZB,UZB,2015,198226431.200171
UZB,UZB,2016,209503037.37254184
UZB,UZB,2017,213832725.4679557
UZB,UZB,2018,211547053.10186312
UZB,UZB,2019,218980814.1121997
UZB,UZB,2020,227627658.2637233
UZB,UZB,2021,230534316.04747817
UZB,UZB,2022,238939278.16313577
UZB,UZB,2023,241940417.1358001
UZB,UZB,2024,245520132.7350608
UZB,UZB,2025,248700565.1151356
VAT,VAT,2015,14873.11917330193
VAT,VAT,2016,14735.125835350727
VAT,VAT,2017,14776.300351694816
VAT,VAT,2018,15368.770405484069
VAT,VAT,2019,14918.86152961295
VAT,VAT,2020,14417.312539572667
VAT,VAT,2021,14003.143753472685
VAT,VAT,2022,12444.364735421652
VAT,VAT,2023,11643.702059218818
VAT,VAT,2024,11568.796259847702
VAT,VAT,2025,11474.654123941418
VCT,VCT,2015,303620.3139380896
VCT,VCT,2016,343325.1167024142
VCT,VCT,2017,374985.5340690507
VCT,VCT,2018,447484.6345536707
VCT,VCT,2019,464576.0039482602
VCT,VCT,2020,436237.0141984008
VCT,VCT,2021,420733.27529070666
VCT,VCT,2022,480365.65342695615
VCT,VCT,2023,468939.5491999735
VCT,VCT,2024,504397.2295918356
VCT,VCT,2025,531774.8359421241
VEN,VEN,2015,600730223.4961599
VEN,VEN,2016,564451969.5222906
VEN,VEN,2017,511786878.5805049
VEN,VEN,2018,410071837.7937873
VEN,VEN,2019,308076496.7953021
VEN,VEN,2020,216769600.42487705
VEN,VEN,2021,227220859.22744232
VEN,VEN,2022,246387660.43826345
VEN,VEN,2023,263921030.8856688
VEN,VEN,2024,264329844.27574196
VEN,VEN,2025,269416605.94775367
VGB,VGB,2015,415442.3034230741
VGB,VGB,2016,541718.7574348303
VGB,VGB,2017,409328.51901410206
VGB,VGB,2018,328605.7285457419
VGB,VGB,2019,425049.306723877
VGB,VGB,2020,306227.1091092868
VGB,VGB,2021,332195.9247833665
VGB,VGB,2022,410214.68383953336
VGB,VGB,2023,499421.3307349274
VGB,VGB,2024,602430.7247278999
VGB,VGB,2025,641877.6789569561
VIR,VIR,2015,1120059.7477949923
VIR,VIR,2016,1175661.0103740578
VIR,VIR,2017,1147816.8860772245
VIR,VIR,2018,1138892.2391283708
VIR,VIR,2019,1312486.383742884
VIR,VIR,2020,1002689.610246781
VIR,VIR,2021,1274405.8315088267
VIR,VIR,2022,1274971.215861553
VIR,VIR,2023,1388497.4133788268
VIR,VIR,2024,1396793.0356651824
VIR,VIR,2025,1307128.327739959
VNM,VNM,2015,352064855.3172327
VNM,VNM,2016,382880595.8877552
VNM,VNM,2017,385596633.8056237
VNM,VNM,2018,423430146.06840986
VNM,VNM,2019,474723624.0402932
VNM,VNM,2020,474334893.02823806
VNM,VNM,2021,472287042.5397366
VNM,VNM,2022,467047260.3482964
VNM,VNM,2023,495647110.298913
VNM,VNM,2024,523741292.83878976
VNM,VNM,2025,535848085.8269631
VUT,VUT,2015,496301.19684500096
VUT,VUT,2016,538519.0391040992
VUT,VUT,2017,565095.9073758818
VUT,VUT,2018,627220.0037331793
VUT,VUT,2019,596747.614451484
VUT,VUT,2020,522458.1770574504
VUT,VUT,2021,491579.1065683154
VUT,VUT,2022,548581.8080245871
VUT,VUT,2023,673260.0872955034
VUT,VUT,2024,710010.8898976439
VUT,VUT,2025,678362.7263743326
WLF,WLF,2015,38186.94461636063
WLF,WLF,2016,38766.43258299237
WLF,WLF,2017,41269.333441528666
WLF,WLF,2018,41181.475016596094
WLF,WLF,2019,40899.69373220429
WLF,WLF,2020,38187.6401955043
WLF,WLF,2021,41476.3445283451
WLF,WLF,2022,42782.0067611513
WLF,WLF,2023,43069.16436370799
WLF,WLF,2024,43339.45310208277
WLF,WLF,2025,40816.80995662029
WSM,WSM,2015,486489.7024651731
WSM,WSM,2016,522956.9994372621
WSM,WSM,2017,509199.6834978603
WSM,WSM,2018,517742.56614630925
WSM,WSM,2019,560614.3158496087
WSM,WSM,2020,509139.42311302986
WSM,WSM,2021,502679.7186665088
WSM,WSM,2022,527207.1387626035
WSM,WSM,2023,612439.5964459379
WSM,WSM,2024,626245.866966312
WSM,WSM,2025,610447.3463114202
XKX,XKX,2015,10258673.569043998
XKX,XKX,2016,10776730.92287983
XKX,XKX,2017,11220773.512275692
XKX,XKX,2018,10956803.789628576
XKX,XKX,2019,11299572.725799548
XKX,XKX,2020,11446024.016117103
XKX,XKX,2021,11577646.54323152
XKX,XKX,2022,11726102.300613144
XKX,XKX,2023,10888330.34734768
XKX,XKX,2024,11612908.100293929
XKX,XKX,2025,10380441.200091382
YEM,YEM,2015,43709103.41326533
YEM,YEM,2016,38694903.433295846
YEM,YEM,2017,40072781.82352957
YEM,YEM,2018,43376788.92801845
YEM,YEM,2019,45437904.21741436
YEM,YEM,2020,43352865.92316547
YEM,YEM,2021,45504187.15225661
YEM,YEM,2022,45999255.3433528
YEM,YEM,2023,46968880.78006144
YEM,YEM,2024,47959704.70673921
YEM,YEM,2025,47908130.49224909
ZAF,ZAF,2015,627603845.5290575
ZAF,ZAF,2016,620096853.8888603
ZAF,ZAF,2017,651795553.0426096
ZAF,ZAF,2018,644666570.6006464
ZAF,ZAF,2019,645897874.7677147
ZAF,ZAF,2020,609430359.0463285
ZAF,ZAF,2021,609049041.2769818
ZAF,ZAF,2022,596019610.9773986
ZAF,ZAF,2023,593223142.9828976
ZAF,ZAF,2024,608925976.0022123
ZAF,ZAF,2025,612058864.3129096
ZMB,ZMB,2015,42038931.12541908
ZMB,ZMB,2016,42701486.48605202
ZMB,ZMB,2017,44625347.62469642
ZMB,ZMB,2018,46218343.947447285
ZMB,ZMB,2019,46399589.00483247
ZMB,ZMB,2020,49513446.85444537
ZMB,ZMB,2021,50587968.06026998
ZMB,ZMB,2022,53777006.35081559
ZMB,ZMB,2023,54911056.37122888
ZMB,ZMB,2024,54883155.71407376
ZMB,ZMB,2025,54419551.22869298
ZNC,ZNC,2015,0.0
ZNC,ZNC,2016,0.0
ZNC,ZNC,2017,0.0
ZNC,ZNC,2018,0.0
ZNC,ZNC,2019,0.0
ZNC,ZNC,2020,0.0
ZNC,ZNC,2021,2776261.05095173
ZNC,ZNC,2022,2877230.768384417
ZNC,ZNC,2023,2908835.971141439
ZNC,ZNC,2024,2970233.803309477
ZNC,ZNC,2025,3000944.6344348597
ZWE,ZWE,2015,41151678.18352006
ZWE,ZWE,2016,37049220.06663783
ZWE,ZWE,2017,37403038.693896346
ZWE,ZWE,2018,42199744.28992451
ZWE,ZWE,2019,39738801.08890055
ZWE,ZWE,2020,34891073.2040883
ZWE,ZWE,2021,36695104.00994602
ZWE,ZWE,2022,37753438.51529042
ZWE,ZWE,2023,39701982.11749136
ZWE,ZWE,2024,43473966.58207738
ZWE,ZWE,2025,44047309.658610456
