iso3_country,country_name,year,sector,sector_clean,emissions
BHR,BHR,2015,waste,Waste,609642.7881329665
BHR,BHR,2016,agriculture,Agriculture,37971.33412627691
BHR,BHR,2016,buildings,Buildings,263747.42188616545
BHR,BHR,2016,fluorinated-gases,Fluorinated Gases,1334044.6394769996
BHR,BHR,2016,fossil-fuel-operations,Fossil Fuel Operations,33077946.206566315
BHR,BHR,2016,manufacturing,Manufacturing,4768182.687437768
BHR,BHR,2016,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2016,power,Power,20718534.990355983
BHR,BHR,2016,transportation,Transportation,4193075.132057311
BHR,BHR,2016,waste,Waste,633456.4570233494
BHR,BHR,2017,agriculture,Agriculture,38093.816219023225
BHR,BHR,2017,buildings,Buildings,223374.0467043713
BHR,BHR,2017,fluorinated-gases,Fluorinated Gases,1479506.8488149997
BHR,BHR,2017,fossil-fuel-operations,Fossil Fuel Operations,32419081.368606348
BHR,BHR,2017,manufacturing,Manufacturing,4683364.856744852
BHR,BHR,2017,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2017,power,Power,21245888.58749908
BHR,BHR,2017,transportation,Transportation,4743719.258412887
BHR,BHR,2017,waste,Waste,661031.4834187217
BHR,BHR,2018,agriculture,Agriculture,42805.41968510029
BHR,BHR,2018,buildings,Buildings,260657.91500323932
BHR,BHR,2018,fluorinated-gases,Fluorinated Gases,1660606.1896089995
BHR,BHR,2018,fossil-fuel-operations,Fossil Fuel Operations,32146501.770813946
BHR,BHR,2018,manufacturing,Manufacturing,4475429.289668101
BHR,BHR,2018,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2018,power,Power,21475596.2271839
BHR,BHR,2018,transportation,Transportation,5273957.621539094
BHR,BHR,2018,waste,Waste,687095.5906135571
BHR,BHR,2019,agriculture,Agriculture,44659.17870925888
BHR,BHR,2019,buildings,Buildings,252974.8151289001
BHR,BHR,2019,fluorinated-gases,Fluorinated Gases,1811272.970259
BHR,BHR,2019,fossil-fuel-operations,Fossil Fuel Operations,32985944.579863023
BHR,BHR,2019,manufacturing,Manufacturing,4985963.021721935
BHR,BHR,2019,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2019,power,Power,23509663.78659808
BHR,BHR,2019,transportation,Transportation,5654897.634031929
BHR,BHR,2019,waste,Waste,712255.4506536758
BHR,BHR,2020,agriculture,Agriculture,41456.20358449324
BHR,BHR,2020,buildings,Buildings,249412.17029826785
BHR,BHR,2020,fluorinated-gases,Fluorinated Gases,1969715.197291
BHR,BHR,2020,fossil-fuel-operations,Fossil Fuel Operations,32501008.241773248
BHR,BHR,2020,manufacturing,Manufacturing,5271682.526015211
BHR,BHR,2020,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2020,power,Power,23511735.44359591
BHR,BHR,2020,transportation,Transportation,5099080.083614237
BHR,BHR,2020,waste,Waste,730746.1250535266
BHR,BHR,2021,agriculture,Agriculture,43505.71520999998
BHR,BHR,2021,buildings,Buildings,244952.112926
BHR,BHR,2021,fluorinated-gases,Fluorinated Gases,2133642.6081929985
BHR,BHR,2021,fossil-fuel-operations,Fossil Fuel Operations,32110152.853503782
BHR,BHR,2021,manufacturing,Manufacturing,7521482.784627268
BHR,BHR,2021,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2021,power,Power,23879804.919891845
BHR,BHR,2021,transportation,Transportation,5828094.485769207
BHR,BHR,2021,waste,Waste,753508.0683503096
BHR,BHR,2022,agriculture,Agriculture,44348.69630999999
BHR,BHR,2022,buildings,Buildings,242704.18828200005
BHR,BHR,2022,fluorinated-gases,Fluorinated Gases,2293282.229358999
BHR,BHR,2022,fossil-fuel-operations,Fossil Fuel Operations,32239657.76143276
BHR,BHR,2022,manufacturing,Manufacturing,7610815.437709557
BHR,BHR,2022,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2022,power,Power,24945388.078183223
BHR,BHR,2022,transportation,Transportation,6614802.671586719
BHR,BHR,2022,waste,Waste,778595.1228900376
BHR,BHR,2023,agriculture,Agriculture,43878.17387999999
BHR,BHR,2023,buildings,Buildings,242668.213386
BHR,BHR,2023,fluorinated-gases,Fluorinated Gases,2453951.979858999
BHR,BHR,2023,fossil-fuel-operations,Fossil Fuel Operations,32037973.31544919
BHR,BHR,2023,manufacturing,Manufacturing,7896623.208417083
BHR,BHR,2023,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2023,power,Power,24951594.324996047
BHR,BHR,2023,transportation,Transportation,6287911.039107671
BHR,BHR,2023,waste,Waste,802546.5587035082
BHR,BHR,2024,agriculture,Agriculture,43417.71081
BHR,BHR,2024,buildings,Buildings,246150.68638
BHR,BHR,2024,fluorinated-gases,Fluorinated Gases,2614106.670175
BHR,BHR,2024,fossil-fuel-operations,Fossil Fuel Operations,32179877.58796202
BHR,BHR,2024,manufacturing,Manufacturing,7748349.809183132
BHR,BHR,2024,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2024,power,Power,25007648.58147928
BHR,BHR,2024,transportation,Transportation,6078727.38022887
BHR,BHR,2024,waste,Waste,813595.7432350974
BHR,BHR,2025,agriculture,Agriculture,43417.69988999999
BHR,BHR,2025,buildings,Buildings,249635.531098
BHR,BHR,2025,fluorinated-gases,Fluorinated Gases,2614106.670174999
BHR,BHR,2025,fossil-fuel-operations,Fossil Fuel Operations,32915958.3494029
BHR,BHR,2025,manufacturing,Manufacturing,7771725.7184580015
BHR,BHR,2025,mineral-extraction,Mineral Extraction,0.0
BHR,BHR,2025,power,Power,24949979.58147928
BHR,BHR,2025,transportation,Transportation,6587606.624385277
BHR,BHR,2025,waste,Waste,823940.9983394502
BHS,BHS,2015,agriculture,Agriculture,13616.699999999992
BHS,BHS,2015,buildings,Buildings,100579.89807221602
BHS,BHS,2015,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2015,fossil-fuel-operations,Fossil Fuel Operations,0.0
BHS,BHS,2015,manufacturing,Manufacturing,29180.756831853698
BHS,BHS,2015,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2015,power,Power,1696600.14983
BHS,BHS,2015,transportation,Transportation,2622789.952709054
BHS,BHS,2015,waste,Waste,288003.9389095084
BHS,BHS,2016,agriculture,Agriculture,13510.499999999998
BHS,BHS,2016,buildings,Buildings,125524.43062838026
BHS,BHS,2016,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2016,fossil-fuel-operations,Fossil Fuel Operations,0.0
BHS,BHS,2016,manufacturing,Manufacturing,25715.21727417001
BHS,BHS,2016,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2016,power,Power,1670400.8054016
BHS,BHS,2016,transportation,Transportation,2957342.6926281047
BHS,BHS,2016,waste,Waste,290277.6084970444
BHS,BHS,2017,agriculture,Agriculture,13750.19999999999
BHS,BHS,2017,buildings,Buildings,125361.96981058783
BHS,BHS,2017,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2017,fossil-fuel-operations,Fossil Fuel Operations,0.0821341019029999
BHS,BHS,2017,manufacturing,Manufacturing,39553.399758141735
BHS,BHS,2017,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2017,power,Power,1688116.7131708
BHS,BHS,2017,transportation,Transportation,3196140.2757242536
BHS,BHS,2017,waste,Waste,293153.4602547912
BHS,BHS,2018,agriculture,Agriculture,13921.799999999994
BHS,BHS,2018,buildings,Buildings,154268.4385460261
BHS,BHS,2018,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2018,fossil-fuel-operations,Fossil Fuel Operations,17.85089759769999
BHS,BHS,2018,manufacturing,Manufacturing,34379.52727683269
BHS,BHS,2018,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2018,power,Power,1698654.9890988
BHS,BHS,2018,transportation,Transportation,3685389.9940387313
BHS,BHS,2018,waste,Waste,296794.9501089297
BHS,BHS,2019,agriculture,Agriculture,14052.599999999997
BHS,BHS,2019,buildings,Buildings,178861.23906046312
BHS,BHS,2019,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2019,fossil-fuel-operations,Fossil Fuel Operations,11.813234017699996
BHS,BHS,2019,manufacturing,Manufacturing,30836.816863036016
BHS,BHS,2019,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2019,power,Power,1704408.5722106
BHS,BHS,2019,transportation,Transportation,4245595.622256179
BHS,BHS,2019,waste,Waste,299899.76477075735
BHS,BHS,2020,agriculture,Agriculture,14027.999999999996
BHS,BHS,2020,buildings,Buildings,131935.2111865569
BHS,BHS,2020,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2020,fossil-fuel-operations,Fossil Fuel Operations,40.32706274499998
BHS,BHS,2020,manufacturing,Manufacturing,27746.244783220503
BHS,BHS,2020,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2020,power,Power,1702662.9963264
BHS,BHS,2020,transportation,Transportation,3752186.597756485
BHS,BHS,2020,waste,Waste,302987.4220567427
BHS,BHS,2021,agriculture,Agriculture,13891.799999999992
BHS,BHS,2021,buildings,Buildings,145072.78145953457
BHS,BHS,2021,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2021,fossil-fuel-operations,Fossil Fuel Operations,49.86433725259997
BHS,BHS,2021,manufacturing,Manufacturing,33578.05882442886
BHS,BHS,2021,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2021,power,Power,1710136.897368
BHS,BHS,2021,transportation,Transportation,3992591.233974852
BHS,BHS,2021,waste,Waste,306125.86769680225
BHS,BHS,2022,agriculture,Agriculture,13935.299999999996
BHS,BHS,2022,buildings,Buildings,143864.01738955415
BHS,BHS,2022,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2022,fossil-fuel-operations,Fossil Fuel Operations,75.49480106199998
BHS,BHS,2022,manufacturing,Manufacturing,35074.22228436755
BHS,BHS,2022,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2022,power,Power,1710069.1817528
BHS,BHS,2022,transportation,Transportation,4684062.184967178
BHS,BHS,2022,waste,Waste,309113.521105106
BHS,BHS,2023,agriculture,Agriculture,14006.1
BHS,BHS,2023,buildings,Buildings,150269.04343132695
BHS,BHS,2023,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2023,fossil-fuel-operations,Fossil Fuel Operations,86.12253619699997
BHS,BHS,2023,manufacturing,Manufacturing,37184.36839237658
BHS,BHS,2023,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2023,power,Power,1710064.3687306
BHS,BHS,2023,transportation,Transportation,4789484.042210291
BHS,BHS,2023,waste,Waste,312270.886088824
BHS,BHS,2024,agriculture,Agriculture,14006.1
BHS,BHS,2024,buildings,Buildings,151611.4695844487
BHS,BHS,2024,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2024,fossil-fuel-operations,Fossil Fuel Operations,94.36152374899996
BHS,BHS,2024,manufacturing,Manufacturing,37184.36839237658
BHS,BHS,2024,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2024,power,Power,1714676.0291024
BHS,BHS,2024,transportation,Transportation,5387311.884749005
BHS,BHS,2024,waste,Waste,313153.4364100814
BHS,BHS,2025,agriculture,Agriculture,14006.1
BHS,BHS,2025,buildings,Buildings,152612.44420244868
BHS,BHS,2025,fluorinated-gases,Fluorinated Gases,0.0
BHS,BHS,2025,fossil-fuel-operations,Fossil Fuel Operations,94.36152374899996
BHS,BHS,2025,manufacturing,Manufacturing,37184.36839237658
BHS,BHS,2025,mineral-extraction,Mineral Extraction,0.0
BHS,BHS,2025,power,Power,1710156.0291024
BHS,BHS,2025,transportation,Transportation,5416893.401225961
BHS,BHS,2025,waste,Waste,313787.1411643528
BIH,BIH,2015,agriculture,Agriculture,2286719.653731924
BIH,BIH,2015,buildings,Buildings,1818983.5924498937
BIH,BIH,2015,fluorinated-gases,Fluorinated Gases,460541.3509999999
BIH,BIH,2015,fossil-fuel-operations,Fossil Fuel Operations,3879085.331793962
BIH,BIH,2015,manufacturing,Manufacturing,1983351.993640891
BIH,BIH,2015,mineral-extraction,Mineral Extraction,667886.5675883607
BIH,BIH,2015,power,Power,12169193.603420053
BIH,BIH,2015,transportation,Transportation,3883461.840305617
BIH,BIH,2015,waste,Waste,3576233.2482332783
BIH,BIH,2016,agriculture,Agriculture,2281796.1862747213
BIH,BIH,2016,buildings,Buildings,1830666.684736285
BIH,BIH,2016,fluorinated-gases,Fluorinated Gases,475826.9699999999
BIH,BIH,2016,fossil-fuel-operations,Fossil Fuel Operations,4094798.768063085
BIH,BIH,2016,manufacturing,Manufacturing,1976642.809015259
BIH,BIH,2016,mineral-extraction,Mineral Extraction,682855.8386138256
BIH,BIH,2016,power,Power,14739407.153639397
BIH,BIH,2016,transportation,Transportation,4529003.669339185
BIH,BIH,2016,waste,Waste,3605119.707017303
BIH,BIH,2017,agriculture,Agriculture,2252150.943713292
BIH,BIH,2017,buildings,Buildings,1461366.39814498
BIH,BIH,2017,fluorinated-gases,Fluorinated Gases,536348.8879999998
BIH,BIH,2017,fossil-fuel-operations,Fossil Fuel Operations,4260210.593216894
BIH,BIH,2017,manufacturing,Manufacturing,2197207.230666127
BIH,BIH,2017,mineral-extraction,Mineral Extraction,646059.8812757357
BIH,BIH,2017,power,Power,15105720.782345189
BIH,BIH,2017,transportation,Transportation,4741815.009288067
BIH,BIH,2017,waste,Waste,3636530.7546802713
BIH,BIH,2018,agriculture,Agriculture,2241010.243062842
BIH,BIH,2018,buildings,Buildings,1612416.8464743765
BIH,BIH,2018,fluorinated-gases,Fluorinated Gases,555486.2439999996
BIH,BIH,2018,fossil-fuel-operations,Fossil Fuel Operations,4342470.152850205
BIH,BIH,2018,manufacturing,Manufacturing,2363411.9591643563
BIH,BIH,2018,mineral-extraction,Mineral Extraction,551135.4886597128
BIH,BIH,2018,power,Power,14951364.27663483
BIH,BIH,2018,transportation,Transportation,4725745.61570176
BIH,BIH,2018,waste,Waste,3685966.917593098
BIH,BIH,2019,agriculture,Agriculture,2166481.6089898944
BIH,BIH,2019,buildings,Buildings,1454421.313694029
BIH,BIH,2019,fluorinated-gases,Fluorinated Gases,619416.9127399997
BIH,BIH,2019,fossil-fuel-operations,Fossil Fuel Operations,3970543.837687851
BIH,BIH,2019,manufacturing,Manufacturing,2192934.759550819
BIH,BIH,2019,mineral-extraction,Mineral Extraction,560639.9707812524
BIH,BIH,2019,power,Power,13662468.8842558
BIH,BIH,2019,transportation,Transportation,5058142.767792629
BIH,BIH,2019,waste,Waste,3713829.972694502
BIH,BIH,2020,agriculture,Agriculture,2156742.4211772336
BIH,BIH,2020,buildings,Buildings,1520537.2390913242
BIH,BIH,2020,fluorinated-gases,Fluorinated Gases,594175.90638
BIH,BIH,2020,fossil-fuel-operations,Fossil Fuel Operations,4196324.512043527
BIH,BIH,2020,manufacturing,Manufacturing,2452339.045778054
BIH,BIH,2020,mineral-extraction,Mineral Extraction,561034.667047924
BIH,BIH,2020,power,Power,14247987.741888778
BIH,BIH,2020,transportation,Transportation,4540015.970025231
BIH,BIH,2020,waste,Waste,3740906.9551210697
BIH,BIH,2021,agriculture,Agriculture,1808507.869235696
BIH,BIH,2021,buildings,Buildings,1547309.1270123995
BIH,BIH,2021,fluorinated-gases,Fluorinated Gases,639549.9911799999
BIH,BIH,2021,fossil-fuel-operations,Fossil Fuel Operations,4294178.822526204
BIH,BIH,2021,manufacturing,Manufacturing,2660154.029387984
BIH,BIH,2021,mineral-extraction,Mineral Extraction,541446.6527502445
BIH,BIH,2021,power,Power,13516393.208674408
BIH,BIH,2021,transportation,Transportation,5279291.920972851
BIH,BIH,2021,waste,Waste,3779781.479899507
BIH,BIH,2022,agriculture,Agriculture,1726886.1869890527
BIH,BIH,2022,buildings,Buildings,1617942.4623043996
BIH,BIH,2022,fluorinated-gases,Fluorinated Gases,689398.7898499998
BIH,BIH,2022,fossil-fuel-operations,Fossil Fuel Operations,4360856.13770102
BIH,BIH,2022,manufacturing,Manufacturing,2692999.586649944
BIH,BIH,2022,mineral-extraction,Mineral Extraction,646299.6202905352
BIH,BIH,2022,power,Power,13670843.36427812
BIH,BIH,2022,transportation,Transportation,5442552.91077722
BIH,BIH,2022,waste,Waste,3798479.312952174
BIH,BIH,2023,agriculture,Agriculture,1691364.5030865965
BIH,BIH,2023,buildings,Buildings,1621172.3789706
BIH,BIH,2023,fluorinated-gases,Fluorinated Gases,712726.0879899998
BIH,BIH,2023,fossil-fuel-operations,Fossil Fuel Operations,4067162.131366076
BIH,BIH,2023,manufacturing,Manufacturing,3703469.531981741
BIH,BIH,2023,mineral-extraction,Mineral Extraction,630664.6697520304
BIH,BIH,2023,power,Power,12494601.148276102
BIH,BIH,2023,transportation,Transportation,5553333.289372178
BIH,BIH,2023,waste,Waste,3810097.9884714014
BIH,BIH,2024,agriculture,Agriculture,1731852.2742159723
BIH,BIH,2024,buildings,Buildings,1637783.9460166
BIH,BIH,2024,fluorinated-gases,Fluorinated Gases,749314.1273099995
BIH,BIH,2024,fossil-fuel-operations,Fossil Fuel Operations,3956087.675299336
BIH,BIH,2024,manufacturing,Manufacturing,3842700.771264007
BIH,BIH,2024,mineral-extraction,Mineral Extraction,547941.66975644
BIH,BIH,2024,power,Power,12047980.020579092
BIH,BIH,2024,transportation,Transportation,5722763.081390984
BIH,BIH,2024,waste,Waste,3817794.800279781
BIH,BIH,2025,agriculture,Agriculture,1729658.2256870028
BIH,BIH,2025,buildings,Buildings,1652168.5288025998
BIH,BIH,2025,fluorinated-gases,Fluorinated Gases,749314.1273099995
BIH,BIH,2025,fossil-fuel-operations,Fossil Fuel Operations,3939471.280657232
BIH,BIH,2025,manufacturing,Manufacturing,3894324.053223525
BIH,BIH,2025,mineral-extraction,Mineral Extraction,547941.669714878
BIH,BIH,2025,power,Power,10485525.020579092
BIH,BIH,2025,transportation,Transportation,5863766.502474676
BIH,BIH,2025,waste,Waste,3790570.9371186094
BLM,BLM,2015,agriculture,Agriculture,0.0
BLM,BLM,2015,buildings,Buildings,0.0
BLM,BLM,2015,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2015,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2015,manufacturing,Manufacturing,0.0
BLM,BLM,2015,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2015,power,Power,0.0
BLM,BLM,2015,transportation,Transportation,68757.44562221455
BLM,BLM,2015,waste,Waste,25361.296413771983
BLM,BLM,2016,agriculture,Agriculture,0.0
BLM,BLM,2016,buildings,Buildings,0.0
BLM,BLM,2016,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2016,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2016,manufacturing,Manufacturing,0.0
BLM,BLM,2016,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2016,power,Power,0.0
BLM,BLM,2016,transportation,Transportation,88038.45227525375
BLM,BLM,2016,waste,Waste,25822.61865145189
BLM,BLM,2017,agriculture,Agriculture,0.0
BLM,BLM,2017,buildings,Buildings,0.0
BLM,BLM,2017,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2017,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2017,manufacturing,Manufacturing,0.0
BLM,BLM,2017,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2017,power,Power,0.0
BLM,BLM,2017,transportation,Transportation,85486.77181139204
BLM,BLM,2017,waste,Waste,26188.03636856826
BLM,BLM,2018,agriculture,Agriculture,0.0
BLM,BLM,2018,buildings,Buildings,0.0
BLM,BLM,2018,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2018,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2018,manufacturing,Manufacturing,0.0
BLM,BLM,2018,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2018,power,Power,0.0
BLM,BLM,2018,transportation,Transportation,68357.74713900624
BLM,BLM,2018,waste,Waste,26625.31979060965
BLM,BLM,2019,agriculture,Agriculture,0.0
BLM,BLM,2019,buildings,Buildings,0.0
BLM,BLM,2019,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2019,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2019,manufacturing,Manufacturing,0.0
BLM,BLM,2019,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2019,power,Power,0.0
BLM,BLM,2019,transportation,Transportation,98879.9876066286
BLM,BLM,2019,waste,Waste,27100.05836991135
BLM,BLM,2020,agriculture,Agriculture,0.0
BLM,BLM,2020,buildings,Buildings,0.0
BLM,BLM,2020,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2020,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2020,manufacturing,Manufacturing,0.0
BLM,BLM,2020,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2020,power,Power,0.0
BLM,BLM,2020,transportation,Transportation,102026.1887253988
BLM,BLM,2020,waste,Waste,27769.78805647846
BLM,BLM,2021,agriculture,Agriculture,0.0
BLM,BLM,2021,buildings,Buildings,0.0
BLM,BLM,2021,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2021,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2021,manufacturing,Manufacturing,0.0
BLM,BLM,2021,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2021,power,Power,0.0
BLM,BLM,2021,transportation,Transportation,91953.09073494576
BLM,BLM,2021,waste,Waste,28230.066241324403
BLM,BLM,2022,agriculture,Agriculture,0.0
BLM,BLM,2022,buildings,Buildings,0.0
BLM,BLM,2022,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2022,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2022,manufacturing,Manufacturing,0.0
BLM,BLM,2022,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2022,power,Power,0.0
BLM,BLM,2022,transportation,Transportation,116467.663164555
BLM,BLM,2022,waste,Waste,28651.53800805693
BLM,BLM,2023,agriculture,Agriculture,0.0
BLM,BLM,2023,buildings,Buildings,0.0
BLM,BLM,2023,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2023,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2023,manufacturing,Manufacturing,0.0
BLM,BLM,2023,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2023,power,Power,0.0
BLM,BLM,2023,transportation,Transportation,130933.29162831976
BLM,BLM,2023,waste,Waste,29080.95201945376
BLM,BLM,2024,agriculture,Agriculture,0.0
BLM,BLM,2024,buildings,Buildings,0.0
BLM,BLM,2024,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2024,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2024,manufacturing,Manufacturing,0.0
BLM,BLM,2024,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2024,power,Power,0.0
BLM,BLM,2024,transportation,Transportation,102425.27964111624
BLM,BLM,2024,waste,Waste,29601.362668644026
BLM,BLM,2025,agriculture,Agriculture,0.0
BLM,BLM,2025,buildings,Buildings,0.0
BLM,BLM,2025,fluorinated-gases,Fluorinated Gases,0.0
BLM,BLM,2025,fossil-fuel-operations,Fossil Fuel Operations,0.0
BLM,BLM,2025,manufacturing,Manufacturing,0.0
BLM,BLM,2025,mineral-extraction,Mineral Extraction,0.0
BLM,BLM,2025,power,Power,0.0
BLM,BLM,2025,transportation,Transportation,109117.83201131856
BLM,BLM,2025,waste,Waste,29961.25788194865
BLR,BLR,2015,agriculture,Agriculture,63733837.58884016
BLR,BLR,2015,buildings,Buildings,7058450.491586887
BLR,BLR,2015,fluorinated-gases,Fluorinated Gases,69424.19579999996
BLR,BLR,2015,fossil-fuel-operations,Fossil Fuel Operations,7885894.859956904
BLR,BLR,2015,manufacturing,Manufacturing,8972027.241870994
BLR,BLR,2015,mineral-extraction,Mineral Extraction,44924.682465475256
BLR,BLR,2015,power,Power,27628186.599998634
BLR,BLR,2015,transportation,Transportation,16766977.018678136
BLR,BLR,2015,waste,Waste,5835480.849730198
BLR,BLR,2016,agriculture,Agriculture,62919681.67447035
BLR,BLR,2016,buildings,Buildings,7399553.073974799
BLR,BLR,2016,fluorinated-gases,Fluorinated Gases,69669.51779999996
BLR,BLR,2016,fossil-fuel-operations,Fossil Fuel Operations,6841989.910535465
BLR,BLR,2016,manufacturing,Manufacturing,8579862.431654373
BLR,BLR,2016,mineral-extraction,Mineral Extraction,41802.37733400006
BLR,BLR,2016,power,Power,27561433.11541093
BLR,BLR,2016,transportation,Transportation,17508768.078301962
BLR,BLR,2016,waste,Waste,5902228.712743641
BLR,BLR,2017,agriculture,Agriculture,62972448.49767882
BLR,BLR,2017,buildings,Buildings,7746650.443520819
BLR,BLR,2017,fluorinated-gases,Fluorinated Gases,69858.64379999995
BLR,BLR,2017,fossil-fuel-operations,Fossil Fuel Operations,6430846.251680101
BLR,BLR,2017,manufacturing,Manufacturing,8586205.768058099
BLR,BLR,2017,mineral-extraction,Mineral Extraction,35959.0035439866
BLR,BLR,2017,power,Power,28030772.58861608
BLR,BLR,2017,transportation,Transportation,18290609.893015567
BLR,BLR,2017,waste,Waste,5874503.777115542
BLR,BLR,2018,agriculture,Agriculture,62875896.30359973
BLR,BLR,2018,buildings,Buildings,7913408.480392243
BLR,BLR,2018,fluorinated-gases,Fluorinated Gases,70472.01179999996
BLR,BLR,2018,fossil-fuel-operations,Fossil Fuel Operations,6282372.96831533
BLR,BLR,2018,manufacturing,Manufacturing,8836809.843156112
BLR,BLR,2018,mineral-extraction,Mineral Extraction,35502.746779724315
BLR,BLR,2018,power,Power,30195313.72857653
BLR,BLR,2018,transportation,Transportation,19304270.09904862
BLR,BLR,2018,waste,Waste,5863451.645522099
BLR,BLR,2019,agriculture,Agriculture,62453095.96450636
BLR,BLR,2019,buildings,Buildings,7366107.065774362
BLR,BLR,2019,fluorinated-gases,Fluorinated Gases,74190.92699999995
BLR,BLR,2019,fossil-fuel-operations,Fossil Fuel Operations,6226402.841073695
BLR,BLR,2019,manufacturing,Manufacturing,8433959.258181266
BLR,BLR,2019,mineral-extraction,Mineral Extraction,39036.78228924253
BLR,BLR,2019,power,Power,28989851.079686817
BLR,BLR,2019,transportation,Transportation,19394014.2363135
BLR,BLR,2019,waste,Waste,5929439.519496072
BLR,BLR,2020,agriculture,Agriculture,62545177.98051018
BLR,BLR,2020,buildings,Buildings,7180900.792149862
BLR,BLR,2020,fluorinated-gases,Fluorinated Gases,74703.57059999996
BLR,BLR,2020,fossil-fuel-operations,Fossil Fuel Operations,5929971.238411899
BLR,BLR,2020,manufacturing,Manufacturing,8204352.790142376
BLR,BLR,2020,mineral-extraction,Mineral Extraction,32650.830985272427
BLR,BLR,2020,power,Power,27825886.84953972
BLR,BLR,2020,transportation,Transportation,17396528.690269597
BLR,BLR,2020,waste,Waste,6027649.310110685
BLR,BLR,2021,agriculture,Agriculture,62283822.780194335
BLR,BLR,2021,buildings,Buildings,8011525.3309539985
BLR,BLR,2021,fluorinated-gases,Fluorinated Gases,76313.09459999995
BLR,BLR,2021,fossil-fuel-operations,Fossil Fuel Operations,5963697.747994616
BLR,BLR,2021,manufacturing,Manufacturing,8449240.16001984
BLR,BLR,2021,mineral-extraction,Mineral Extraction,34062.72029126579
BLR,BLR,2021,power,Power,27997474.5873401
BLR,BLR,2021,transportation,Transportation,16470648.42804887
BLR,BLR,2021,waste,Waste,6081842.488115811
BLR,BLR,2022,agriculture,Agriculture,62328274.33187226
BLR,BLR,2022,buildings,Buildings,7826208.869560001
BLR,BLR,2022,fluorinated-gases,Fluorinated Gases,78244.04459999995
BLR,BLR,2022,fossil-fuel-operations,Fossil Fuel Operations,5677713.713675701
BLR,BLR,2022,manufacturing,Manufacturing,7981718.407720723
