iso3_country,year,sector,gas,emissions_quantity_units,temporal_granularity,sector_emissions_quantity
GHA,2016,mineral-extraction,co2e_100yr,tonnes,annual,17268.781164993903
GHA,2016,power,co2e_100yr,tonnes,annual,4806708.4467748
GHA,2016,transportation,co2e_100yr,tonnes,annual,13220995.606846312
GHA,2016,waste,co2e_100yr,tonnes,annual,3479223.105230097
GHA,2017,agriculture,co2e_100yr,tonnes,annual,9456326.872917062
GHA,2017,buildings,co2e_100yr,tonnes,annual,2045638.4911562612
GHA,2017,fluorinated-gases,co2e_100yr,tonnes,annual,1460052.8488369992
GHA,2017,forestry-and-land-use,co2e_100yr,tonnes,annual,34446939.643643044
GHA,2017,fossil-fuel-operations,co2e_100yr,tonnes,annual,6420186.197493373
GHA,2017,manufacturing,co2e_100yr,tonnes,annual,3591928.869383828
GHA,2017,mineral-extraction,co2e_100yr,tonnes,annual,22295.35458212175
GHA,2017,power,co2e_100yr,tonnes,annual,5431608.0825654
GHA,2017,transportation,co2e_100yr,tonnes,annual,12906181.900422309
GHA,2017,waste,co2e_100yr,tonnes,annual,3555663.4675051477
GHA,2018,agriculture,co2e_100yr,tonnes,annual,9778503.033688132
GHA,2018,buildings,co2e_100yr,tonnes,annual,2039722.42240335
GHA,2018,fluorinated-gases,co2e_100yr,tonnes,annual,1655557.5221609997
GHA,2018,forestry-and-land-use,co2e_100yr,tonnes,annual,-15411223.49936413
GHA,2018,fossil-fuel-operations,co2e_100yr,tonnes,annual,6823971.844375427
GHA,2018,manufacturing,co2e_100yr,tonnes,annual,4449450.460147489
GHA,2018,mineral-extraction,co2e_100yr,tonnes,annual,15261.157865115843
GHA,2018,power,co2e_100yr,tonnes,annual,5399485.713133601
GHA,2018,transportation,co2e_100yr,tonnes,annual,14639547.137075985
GHA,2018,waste,co2e_100yr,tonnes,annual,3679765.585007515
GHA,2019,agriculture,co2e_100yr,tonnes,annual,10178790.859074725
GHA,2019,buildings,co2e_100yr,tonnes,annual,2095159.4381149514
GHA,2019,fluorinated-gases,co2e_100yr,tonnes,annual,1826837.575494999
GHA,2019,forestry-and-land-use,co2e_100yr,tonnes,annual,-151282322.99314535
GHA,2019,fossil-fuel-operations,co2e_100yr,tonnes,annual,7926606.383137684
GHA,2019,manufacturing,co2e_100yr,tonnes,annual,4955150.45104275
GHA,2019,mineral-extraction,co2e_100yr,tonnes,annual,18113.700703498733
GHA,2019,power,co2e_100yr,tonnes,annual,5781619.264374
GHA,2019,transportation,co2e_100yr,tonnes,annual,15640891.824554052
GHA,2019,waste,co2e_100yr,tonnes,annual,3760359.7641218035
GHA,2020,agriculture,co2e_100yr,tonnes,annual,10877704.163963959
GHA,2020,buildings,co2e_100yr,tonnes,annual,2245801.920068544
GHA,2020,fluorinated-gases,co2e_100yr,tonnes,annual,2001612.480072999
GHA,2020,forestry-and-land-use,co2e_100yr,tonnes,annual,255004705.48455015
GHA,2020,fossil-fuel-operations,co2e_100yr,tonnes,annual,7770414.675206062
GHA,2020,manufacturing,co2e_100yr,tonnes,annual,5740756.299332536
GHA,2020,mineral-extraction,co2e_100yr,tonnes,annual,12024.267892317794
GHA,2020,power,co2e_100yr,tonnes,annual,6576734.9361298
GHA,2020,transportation,co2e_100yr,tonnes,annual,16724590.307893502
GHA,2020,waste,co2e_100yr,tonnes,annual,3858152.0325918524
GHA,2021,agriculture,co2e_100yr,tonnes,annual,9718061.760459881
GHA,2021,buildings,co2e_100yr,tonnes,annual,2386837.158536
GHA,2021,fluorinated-gases,co2e_100yr,tonnes,annual,2182147.0171509986
GHA,2021,forestry-and-land-use,co2e_100yr,tonnes,annual,-145791166.31380466
GHA,2021,fossil-fuel-operations,co2e_100yr,tonnes,annual,6553091.786911836
GHA,2021,manufacturing,co2e_100yr,tonnes,annual,6612895.669677706
GHA,2021,mineral-extraction,co2e_100yr,tonnes,annual,14013.999999999998
GHA,2021,power,co2e_100yr,tonnes,annual,7031051.556735
GHA,2021,transportation,co2e_100yr,tonnes,annual,17899755.598135106
GHA,2021,waste,co2e_100yr,tonnes,annual,3922957.3174346806
GHA,2022,agriculture,co2e_100yr,tonnes,annual,9914134.449775001
GHA,2022,buildings,co2e_100yr,tonnes,annual,2184567.63711
GHA,2022,fluorinated-gases,co2e_100yr,tonnes,annual,2357980.3085649987
GHA,2022,forestry-and-land-use,co2e_100yr,tonnes,annual,23175101.017388996
GHA,2022,fossil-fuel-operations,co2e_100yr,tonnes,annual,6387769.210474275
GHA,2022,manufacturing,co2e_100yr,tonnes,annual,6776203.369589811
GHA,2022,mineral-extraction,co2e_100yr,tonnes,annual,21245.0
GHA,2022,power,co2e_100yr,tonnes,annual,7238313.9566182
GHA,2022,transportation,co2e_100yr,tonnes,annual,18179163.04785558
GHA,2022,waste,co2e_100yr,tonnes,annual,4037647.629167865
GHA,2023,agriculture,co2e_100yr,tonnes,annual,10318113.042593013
GHA,2023,buildings,co2e_100yr,tonnes,annual,2150428.2216620003
GHA,2023,fluorinated-gases,co2e_100yr,tonnes,annual,2535027.8733969987
GHA,2023,forestry-and-land-use,co2e_100yr,tonnes,annual,35380736.90969517
GHA,2023,fossil-fuel-operations,co2e_100yr,tonnes,annual,6185293.354425804
GHA,2023,manufacturing,co2e_100yr,tonnes,annual,6842134.866025299
GHA,2023,mineral-extraction,co2e_100yr,tonnes,annual,28219.0
GHA,2023,power,co2e_100yr,tonnes,annual,7226342.293576
GHA,2023,transportation,co2e_100yr,tonnes,annual,18700844.664926335
GHA,2023,waste,co2e_100yr,tonnes,annual,4117256.535391743
GHA,2024,agriculture,co2e_100yr,tonnes,annual,10359001.71362806
GHA,2024,buildings,co2e_100yr,tonnes,annual,2143009.994174
GHA,2024,fluorinated-gases,co2e_100yr,tonnes,annual,2711468.3128789985
GHA,2024,forestry-and-land-use,co2e_100yr,tonnes,annual,114880.26188233888
GHA,2024,fossil-fuel-operations,co2e_100yr,tonnes,annual,5738431.198056094
GHA,2024,manufacturing,co2e_100yr,tonnes,annual,6868602.2579477765
GHA,2024,mineral-extraction,co2e_100yr,tonnes,annual,26768.0
GHA,2024,power,co2e_100yr,tonnes,annual,7541081.6439764
GHA,2024,transportation,co2e_100yr,tonnes,annual,19264682.93007291
GHA,2024,waste,co2e_100yr,tonnes,annual,4197796.581436014
GHA,2025,agriculture,co2e_100yr,tonnes,annual,10229549.837113477
GHA,2025,buildings,co2e_100yr,tonnes,annual,2164571.526888
GHA,2025,fluorinated-gases,co2e_100yr,tonnes,annual,2711468.3128789985
GHA,2025,forestry-and-land-use,co2e_100yr,tonnes,annual,60032557.13116143
GHA,2025,fossil-fuel-operations,co2e_100yr,tonnes,annual,5682864.998393246
GHA,2025,manufacturing,co2e_100yr,tonnes,annual,6872808.554044766
GHA,2025,mineral-extraction,co2e_100yr,tonnes,annual,26768.0
GHA,2025,power,co2e_100yr,tonnes,annual,7518986.6439764
GHA,2025,transportation,co2e_100yr,tonnes,annual,19520949.648173947
GHA,2025,waste,co2e_100yr,tonnes,annual,4262372.741932094
GHA,2026,agriculture,co2e_100yr,tonnes,annual,2782974.5755155208
GHA,2026,buildings,co2e_100yr,tonnes,annual,539060.4375000002
GHA,2026,fluorinated-gases,co2e_100yr,tonnes,annual,677867.0782197497
GHA,2026,forestry-and-land-use,co2e_100yr,tonnes,annual,265730.82869922614
GHA,2026,fossil-fuel-operations,co2e_100yr,tonnes,annual,1411151.043039393
GHA,2026,manufacturing,co2e_100yr,tonnes,annual,1720158.1287912333
GHA,2026,mineral-extraction,co2e_100yr,tonnes,annual,6563.161213397979
GHA,2026,power,co2e_100yr,tonnes,annual,2032835.2116819902
GHA,2026,transportation,co2e_100yr,tonnes,annual,4949667.629159473
GHA,2026,waste,co2e_100yr,tonnes,annual,997190.5456803693
GIB,2015,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2015,buildings,co2e_100yr,tonnes,annual,8873.899
GIB,2015,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2015,forestry-and-land-use,co2e_100yr,tonnes,annual,1592.4748999999997
GIB,2015,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2015,manufacturing,co2e_100yr,tonnes,annual,529.2920756821237
GIB,2015,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2015,power,co2e_100yr,tonnes,annual,168930.91209736373
GIB,2015,transportation,co2e_100yr,tonnes,annual,777607.4308028985
GIB,2015,waste,co2e_100yr,tonnes,annual,15899.074819077236
GIB,2016,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2016,buildings,co2e_100yr,tonnes,annual,8730.6066
GIB,2016,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2016,forestry-and-land-use,co2e_100yr,tonnes,annual,1042.8571200000001
GIB,2016,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2016,manufacturing,co2e_100yr,tonnes,annual,527.7413216691738
GIB,2016,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2016,power,co2e_100yr,tonnes,annual,161317.52857024365
GIB,2016,transportation,co2e_100yr,tonnes,annual,926729.1279872302
GIB,2016,waste,co2e_100yr,tonnes,annual,16164.09148300664
GIB,2017,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2017,buildings,co2e_100yr,tonnes,annual,8826.7644
GIB,2017,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2017,forestry-and-land-use,co2e_100yr,tonnes,annual,-522.0888699999998
GIB,2017,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2017,manufacturing,co2e_100yr,tonnes,annual,471.7801988282731
GIB,2017,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2017,power,co2e_100yr,tonnes,annual,161327.68310297502
GIB,2017,transportation,co2e_100yr,tonnes,annual,989978.7054530302
GIB,2017,waste,co2e_100yr,tonnes,annual,16423.510954270074
GIB,2018,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2018,buildings,co2e_100yr,tonnes,annual,8983.9462
GIB,2018,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2018,forestry-and-land-use,co2e_100yr,tonnes,annual,1646.0531399999002
GIB,2018,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2018,manufacturing,co2e_100yr,tonnes,annual,511.3218906368096
GIB,2018,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2018,power,co2e_100yr,tonnes,annual,165727.14645796898
GIB,2018,transportation,co2e_100yr,tonnes,annual,1056287.1768480153
GIB,2018,waste,co2e_100yr,tonnes,annual,16685.979796330164
GIB,2019,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2019,buildings,co2e_100yr,tonnes,annual,8347.853600000002
GIB,2019,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2019,forestry-and-land-use,co2e_100yr,tonnes,annual,-37.59529799999984
GIB,2019,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2019,manufacturing,co2e_100yr,tonnes,annual,491.04576718523674
GIB,2019,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2019,power,co2e_100yr,tonnes,annual,145788.39794813117
GIB,2019,transportation,co2e_100yr,tonnes,annual,1121642.1567978992
GIB,2019,waste,co2e_100yr,tonnes,annual,16918.454899170527
GIB,2020,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2020,buildings,co2e_100yr,tonnes,annual,8213.8882
GIB,2020,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2020,forestry-and-land-use,co2e_100yr,tonnes,annual,-1198.3629399999998
GIB,2020,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2020,manufacturing,co2e_100yr,tonnes,annual,477.6574931812615
GIB,2020,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2020,power,co2e_100yr,tonnes,annual,108418.81053511346
GIB,2020,transportation,co2e_100yr,tonnes,annual,1185611.129698186
GIB,2020,waste,co2e_100yr,tonnes,annual,17166.88846994112
GIB,2021,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2021,buildings,co2e_100yr,tonnes,annual,8631.063544
GIB,2021,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2021,forestry-and-land-use,co2e_100yr,tonnes,annual,598.1038459998999
GIB,2021,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2021,manufacturing,co2e_100yr,tonnes,annual,481.24383356680977
GIB,2021,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2021,power,co2e_100yr,tonnes,annual,112699.14268298818
GIB,2021,transportation,co2e_100yr,tonnes,annual,685230.8805002683
GIB,2021,waste,co2e_100yr,tonnes,annual,17419.64752149478
GIB,2022,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2022,buildings,co2e_100yr,tonnes,annual,8086.920216
GIB,2022,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2022,forestry-and-land-use,co2e_100yr,tonnes,annual,149.8502339999999
GIB,2022,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2022,manufacturing,co2e_100yr,tonnes,annual,481.2586019819821
GIB,2022,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2022,power,co2e_100yr,tonnes,annual,106539.27140804083
GIB,2022,transportation,co2e_100yr,tonnes,annual,686464.2654709406
GIB,2022,waste,co2e_100yr,tonnes,annual,17692.640341350845
GIB,2023,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2023,buildings,co2e_100yr,tonnes,annual,7470.420631999999
GIB,2023,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2023,forestry-and-land-use,co2e_100yr,tonnes,annual,-279.15812399999993
GIB,2023,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2023,manufacturing,co2e_100yr,tonnes,annual,481.9061472707176
GIB,2023,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2023,power,co2e_100yr,tonnes,annual,106849.15757805848
GIB,2023,transportation,co2e_100yr,tonnes,annual,672897.3464323352
GIB,2023,waste,co2e_100yr,tonnes,annual,17965.646412893868
GIB,2024,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2024,buildings,co2e_100yr,tonnes,annual,6688.150094000001
GIB,2024,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2024,forestry-and-land-use,co2e_100yr,tonnes,annual,-407.71679000000006
GIB,2024,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2024,manufacturing,co2e_100yr,tonnes,annual,481.9061472707176
GIB,2024,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2024,power,co2e_100yr,tonnes,annual,104148.71014922734
GIB,2024,transportation,co2e_100yr,tonnes,annual,609966.2131791961
GIB,2024,waste,co2e_100yr,tonnes,annual,18204.631550937214
GIB,2025,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2025,buildings,co2e_100yr,tonnes,annual,6705.870056
GIB,2025,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2025,forestry-and-land-use,co2e_100yr,tonnes,annual,0.0
GIB,2025,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2025,manufacturing,co2e_100yr,tonnes,annual,481.9061472707176
GIB,2025,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2025,power,co2e_100yr,tonnes,annual,103879.71014922734
GIB,2025,transportation,co2e_100yr,tonnes,annual,653843.9140258691
GIB,2025,waste,co2e_100yr,tonnes,annual,18407.611157971183
GIB,2026,agriculture,co2e_100yr,tonnes,annual,0.0
GIB,2026,buildings,co2e_100yr,tonnes,annual,2261.0747180000003
GIB,2026,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GIB,2026,forestry-and-land-use,co2e_100yr,tonnes,annual,0.0
GIB,2026,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
GIB,2026,manufacturing,co2e_100yr,tonnes,annual,123.58000123151744
GIB,2026,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GIB,2026,power,co2e_100yr,tonnes,annual,25708.99967894664
GIB,2026,transportation,co2e_100yr,tonnes,annual,126017.29500683123
GIB,2026,waste,co2e_100yr,tonnes,annual,4613.979714658564
GIN,2015,agriculture,co2e_100yr,tonnes,annual,24422129.804101087
GIN,2015,buildings,co2e_100yr,tonnes,annual,1698214.352877262
GIN,2015,fluorinated-gases,co2e_100yr,tonnes,annual,448051.98569899966
GIN,2015,forestry-and-land-use,co2e_100yr,tonnes,annual,-153937433.7590536
GIN,2015,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2015,manufacturing,co2e_100yr,tonnes,annual,4332829.892629611
GIN,2015,mineral-extraction,co2e_100yr,tonnes,annual,461486.4781247085
GIN,2015,power,co2e_100yr,tonnes,annual,619885.231587974
GIN,2015,transportation,co2e_100yr,tonnes,annual,5099410.715598816
GIN,2015,waste,co2e_100yr,tonnes,annual,1731077.744220047
GIN,2016,agriculture,co2e_100yr,tonnes,annual,25180417.624831058
GIN,2016,buildings,co2e_100yr,tonnes,annual,1685827.7478294563
GIN,2016,fluorinated-gases,co2e_100yr,tonnes,annual,511527.5920449997
GIN,2016,forestry-and-land-use,co2e_100yr,tonnes,annual,3141853.90057448
GIN,2016,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2016,manufacturing,co2e_100yr,tonnes,annual,5139555.4007457085
GIN,2016,mineral-extraction,co2e_100yr,tonnes,annual,891517.7434285855
GIN,2016,power,co2e_100yr,tonnes,annual,652602.2044691287
GIN,2016,transportation,co2e_100yr,tonnes,annual,5848843.100290969
GIN,2016,waste,co2e_100yr,tonnes,annual,1827961.409877669
GIN,2017,agriculture,co2e_100yr,tonnes,annual,26717126.72494552
GIN,2017,buildings,co2e_100yr,tonnes,annual,1626429.8745438461
GIN,2017,fluorinated-gases,co2e_100yr,tonnes,annual,574184.1619429999
GIN,2017,forestry-and-land-use,co2e_100yr,tonnes,annual,55749703.49548733
GIN,2017,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2017,manufacturing,co2e_100yr,tonnes,annual,5109145.729991129
GIN,2017,mineral-extraction,co2e_100yr,tonnes,annual,1306482.4748174176
GIN,2017,power,co2e_100yr,tonnes,annual,647499.1286814515
GIN,2017,transportation,co2e_100yr,tonnes,annual,5880268.7793615665
GIN,2017,waste,co2e_100yr,tonnes,annual,1932839.2444562046
GIN,2018,agriculture,co2e_100yr,tonnes,annual,27908185.264487408
GIN,2018,buildings,co2e_100yr,tonnes,annual,1633070.9610745567
GIN,2018,fluorinated-gases,co2e_100yr,tonnes,annual,650895.4384649997
GIN,2018,forestry-and-land-use,co2e_100yr,tonnes,annual,187360305.77988714
GIN,2018,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2018,manufacturing,co2e_100yr,tonnes,annual,5139708.682995316
GIN,2018,mineral-extraction,co2e_100yr,tonnes,annual,1613244.8541400477
GIN,2018,power,co2e_100yr,tonnes,annual,776890.2856989007
GIN,2018,transportation,co2e_100yr,tonnes,annual,5834213.107442072
GIN,2018,waste,co2e_100yr,tonnes,annual,2033110.0471480957
GIN,2019,agriculture,co2e_100yr,tonnes,annual,28462128.420920238
GIN,2019,buildings,co2e_100yr,tonnes,annual,1679927.4954777558
GIN,2019,fluorinated-gases,co2e_100yr,tonnes,annual,718509.9253309997
GIN,2019,forestry-and-land-use,co2e_100yr,tonnes,annual,-185466899.85775086
GIN,2019,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2019,manufacturing,co2e_100yr,tonnes,annual,5442214.355394198
GIN,2019,mineral-extraction,co2e_100yr,tonnes,annual,1896507.0094317028
GIN,2019,power,co2e_100yr,tonnes,annual,903188.5619180391
GIN,2019,transportation,co2e_100yr,tonnes,annual,6653186.680546428
GIN,2019,waste,co2e_100yr,tonnes,annual,2127645.920272668
GIN,2020,agriculture,co2e_100yr,tonnes,annual,28961130.663393684
GIN,2020,buildings,co2e_100yr,tonnes,annual,1677188.8816982138
GIN,2020,fluorinated-gases,co2e_100yr,tonnes,annual,787504.0369909998
GIN,2020,forestry-and-land-use,co2e_100yr,tonnes,annual,95088894.64784504
GIN,2020,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2020,manufacturing,co2e_100yr,tonnes,annual,6275520.876799002
GIN,2020,mineral-extraction,co2e_100yr,tonnes,annual,2190951.777592344
GIN,2020,power,co2e_100yr,tonnes,annual,998912.6973573609
GIN,2020,transportation,co2e_100yr,tonnes,annual,7034647.798107984
GIN,2020,waste,co2e_100yr,tonnes,annual,2232055.524114281
GIN,2021,agriculture,co2e_100yr,tonnes,annual,25066652.75684571
GIN,2021,buildings,co2e_100yr,tonnes,annual,1632700.6902558096
GIN,2021,fluorinated-gases,co2e_100yr,tonnes,annual,858610.6538049994
GIN,2021,forestry-and-land-use,co2e_100yr,tonnes,annual,43529437.50777464
GIN,2021,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2021,manufacturing,co2e_100yr,tonnes,annual,3740819.9222707925
GIN,2021,mineral-extraction,co2e_100yr,tonnes,annual,2660843.6994768954
GIN,2021,power,co2e_100yr,tonnes,annual,847629.3441184285
GIN,2021,transportation,co2e_100yr,tonnes,annual,7280737.026904104
GIN,2021,waste,co2e_100yr,tonnes,annual,2324096.046625274
GIN,2022,agriculture,co2e_100yr,tonnes,annual,26190115.09315207
GIN,2022,buildings,co2e_100yr,tonnes,annual,1693520.7125699748
GIN,2022,fluorinated-gases,co2e_100yr,tonnes,annual,927849.0665249996
GIN,2022,forestry-and-land-use,co2e_100yr,tonnes,annual,-135224965.73603868
GIN,2022,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2022,manufacturing,co2e_100yr,tonnes,annual,3903462.9912912934
GIN,2022,mineral-extraction,co2e_100yr,tonnes,annual,3052683.0404207567
GIN,2022,power,co2e_100yr,tonnes,annual,863308.3713927616
GIN,2022,transportation,co2e_100yr,tonnes,annual,7301766.0122355735
GIN,2022,waste,co2e_100yr,tonnes,annual,2433436.402784574
GIN,2023,agriculture,co2e_100yr,tonnes,annual,25337441.824437313
GIN,2023,buildings,co2e_100yr,tonnes,annual,1676692.493010453
GIN,2023,fluorinated-gases,co2e_100yr,tonnes,annual,997628.7793689996
GIN,2023,forestry-and-land-use,co2e_100yr,tonnes,annual,-24118962.998190433
GIN,2023,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2023,manufacturing,co2e_100yr,tonnes,annual,3954542.778252916
GIN,2023,mineral-extraction,co2e_100yr,tonnes,annual,3430190.7499408997
GIN,2023,power,co2e_100yr,tonnes,annual,863187.0849152714
GIN,2023,transportation,co2e_100yr,tonnes,annual,7378875.159457227
GIN,2023,waste,co2e_100yr,tonnes,annual,2513247.3570512217
GIN,2024,agriculture,co2e_100yr,tonnes,annual,27049303.816527314
GIN,2024,buildings,co2e_100yr,tonnes,annual,1700558.2974606697
GIN,2024,fluorinated-gases,co2e_100yr,tonnes,annual,1067137.8367309992
GIN,2024,forestry-and-land-use,co2e_100yr,tonnes,annual,51419086.767996244
GIN,2024,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2024,manufacturing,co2e_100yr,tonnes,annual,4381963.893347505
GIN,2024,mineral-extraction,co2e_100yr,tonnes,annual,3064211.7499409
GIN,2024,power,co2e_100yr,tonnes,annual,865706.3952864996
GIN,2024,transportation,co2e_100yr,tonnes,annual,7616199.901240687
GIN,2024,waste,co2e_100yr,tonnes,annual,2570609.0487569943
GIN,2025,agriculture,co2e_100yr,tonnes,annual,26974334.710627966
GIN,2025,buildings,co2e_100yr,tonnes,annual,1717081.89411667
GIN,2025,fluorinated-gases,co2e_100yr,tonnes,annual,1067137.8367309994
GIN,2025,forestry-and-land-use,co2e_100yr,tonnes,annual,38278368.39423889
GIN,2025,fossil-fuel-operations,co2e_100yr,tonnes,annual,63404.089199999966
GIN,2025,manufacturing,co2e_100yr,tonnes,annual,4677951.615589631
GIN,2025,mineral-extraction,co2e_100yr,tonnes,annual,3064211.7499409
GIN,2025,power,co2e_100yr,tonnes,annual,863289.3952864996
GIN,2025,transportation,co2e_100yr,tonnes,annual,7936337.921083618
GIN,2025,waste,co2e_100yr,tonnes,annual,2622569.6495526764
GIN,2026,agriculture,co2e_100yr,tonnes,annual,6746917.265808242
GIN,2026,buildings,co2e_100yr,tonnes,annual,428698.61928916746
GIN,2026,fluorinated-gases,co2e_100yr,tonnes,annual,266784.4591827499
GIN,2026,forestry-and-land-use,co2e_100yr,tonnes,annual,5074.2955207350005
GIN,2026,fossil-fuel-operations,co2e_100yr,tonnes,annual,15851.022299999997
GIN,2026,manufacturing,co2e_100yr,tonnes,annual,1234156.8931676075
GIN,2026,mineral-extraction,co2e_100yr,tonnes,annual,751304.3823539474
GIN,2026,power,co2e_100yr,tonnes,annual,220295.24190811222
GIN,2026,transportation,co2e_100yr,tonnes,annual,1973294.9362799402
GIN,2026,waste,co2e_100yr,tonnes,annual,622178.8704443215
GLP,2015,agriculture,co2e_100yr,tonnes,annual,0.0
GLP,2015,buildings,co2e_100yr,tonnes,annual,77251.87778553503
GLP,2015,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GLP,2015,forestry-and-land-use,co2e_100yr,tonnes,annual,1306185.7814025753
GLP,2015,fossil-fuel-operations,co2e_100yr,tonnes,annual,151.44544439999996
GLP,2015,manufacturing,co2e_100yr,tonnes,annual,193304.96397794195
GLP,2015,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GLP,2015,power,co2e_100yr,tonnes,annual,1407086.182936991
GLP,2015,transportation,co2e_100yr,tonnes,annual,1297433.7906897396
GLP,2015,waste,co2e_100yr,tonnes,annual,106165.70017989179
GLP,2016,agriculture,co2e_100yr,tonnes,annual,0.0
GLP,2016,buildings,co2e_100yr,tonnes,annual,77254.86781298065
GLP,2016,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GLP,2016,forestry-and-land-use,co2e_100yr,tonnes,annual,-4020501.3929213732
GLP,2016,fossil-fuel-operations,co2e_100yr,tonnes,annual,151.44544439999996
GLP,2016,manufacturing,co2e_100yr,tonnes,annual,190217.38224558003
GLP,2016,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GLP,2016,power,co2e_100yr,tonnes,annual,1445209.182936991
GLP,2016,transportation,co2e_100yr,tonnes,annual,1349138.5253242983
GLP,2016,waste,co2e_100yr,tonnes,annual,109385.97966768165
GLP,2017,agriculture,co2e_100yr,tonnes,annual,0.0
GLP,2017,buildings,co2e_100yr,tonnes,annual,77254.00162908873
GLP,2017,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GLP,2017,forestry-and-land-use,co2e_100yr,tonnes,annual,147242.48636730606
GLP,2017,fossil-fuel-operations,co2e_100yr,tonnes,annual,151.44544439999996
GLP,2017,manufacturing,co2e_100yr,tonnes,annual,202088.89919548517
GLP,2017,mineral-extraction,co2e_100yr,tonnes,annual,0.0
GLP,2017,power,co2e_100yr,tonnes,annual,1416247.182936991
GLP,2017,transportation,co2e_100yr,tonnes,annual,1403938.2722560326
GLP,2017,waste,co2e_100yr,tonnes,annual,110331.75513831782
GLP,2018,agriculture,co2e_100yr,tonnes,annual,0.0
GLP,2018,buildings,co2e_100yr,tonnes,annual,77255.34661614978
GLP,2018,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
GLP,2018,forestry-and-land-use,co2e_100yr,tonnes,annual,2652969.955325121
GLP,2018,fossil-fuel-operations,co2e_100yr,tonnes,annual,151.44544439999996
GLP,2018,manufacturing,co2e_100yr,tonnes,annual,203020.81972081098
