iso3_country,year,sector,gas,emissions_quantity_units,temporal_granularity,sector_emissions_quantity
MOZ,2022,power,co2e_100yr,tonnes,annual,1685899.0621523988
MOZ,2022,transportation,co2e_100yr,tonnes,annual,14068810.788420403
MOZ,2022,waste,co2e_100yr,tonnes,annual,3132575.0655228994
MOZ,2023,agriculture,co2e_100yr,tonnes,annual,6615918.528895327
MOZ,2023,buildings,co2e_100yr,tonnes,annual,2253723.1295981943
MOZ,2023,fluorinated-gases,co2e_100yr,tonnes,annual,489871.3172639999
MOZ,2023,forestry-and-land-use,co2e_100yr,tonnes,annual,142431731.93143767
MOZ,2023,fossil-fuel-operations,co2e_100yr,tonnes,annual,13397724.121230703
MOZ,2023,manufacturing,co2e_100yr,tonnes,annual,3312058.2157520675
MOZ,2023,mineral-extraction,co2e_100yr,tonnes,annual,827090.7490740594
MOZ,2023,power,co2e_100yr,tonnes,annual,1735554.2086099742
MOZ,2023,transportation,co2e_100yr,tonnes,annual,14392585.773308543
MOZ,2023,waste,co2e_100yr,tonnes,annual,3229008.1288688867
MOZ,2024,agriculture,co2e_100yr,tonnes,annual,6853362.4652543925
MOZ,2024,buildings,co2e_100yr,tonnes,annual,2309238.126823587
MOZ,2024,fluorinated-gases,co2e_100yr,tonnes,annual,516732.0243659997
MOZ,2024,forestry-and-land-use,co2e_100yr,tonnes,annual,298975444.8966989
MOZ,2024,fossil-fuel-operations,co2e_100yr,tonnes,annual,13199206.928870808
MOZ,2024,manufacturing,co2e_100yr,tonnes,annual,3361688.1021479387
MOZ,2024,mineral-extraction,co2e_100yr,tonnes,annual,825786.7490740595
MOZ,2024,power,co2e_100yr,tonnes,annual,1539689.135612679
MOZ,2024,transportation,co2e_100yr,tonnes,annual,14582738.5129321
MOZ,2024,waste,co2e_100yr,tonnes,annual,3326827.6397364107
MOZ,2025,agriculture,co2e_100yr,tonnes,annual,6829317.274239285
MOZ,2025,buildings,co2e_100yr,tonnes,annual,2374192.353059587
MOZ,2025,fluorinated-gases,co2e_100yr,tonnes,annual,516732.0243659998
MOZ,2025,forestry-and-land-use,co2e_100yr,tonnes,annual,396463175.60106313
MOZ,2025,fossil-fuel-operations,co2e_100yr,tonnes,annual,13453321.168464731
MOZ,2025,manufacturing,co2e_100yr,tonnes,annual,3363216.030342121
MOZ,2025,mineral-extraction,co2e_100yr,tonnes,annual,825786.7490740595
MOZ,2025,power,co2e_100yr,tonnes,annual,1535767.135612679
MOZ,2025,transportation,co2e_100yr,tonnes,annual,14882125.114908177
MOZ,2025,waste,co2e_100yr,tonnes,annual,3464957.5981812533
MOZ,2026,agriculture,co2e_100yr,tonnes,annual,1701073.010160404
MOZ,2026,buildings,co2e_100yr,tonnes,annual,583662.3325083967
MOZ,2026,fluorinated-gases,co2e_100yr,tonnes,annual,129183.00609149996
MOZ,2026,forestry-and-land-use,co2e_100yr,tonnes,annual,45989.9513105625
MOZ,2026,fossil-fuel-operations,co2e_100yr,tonnes,annual,3359014.70898885
MOZ,2026,manufacturing,co2e_100yr,tonnes,annual,860252.2949492858
MOZ,2026,mineral-extraction,co2e_100yr,tonnes,annual,202472.03982594426
MOZ,2026,power,co2e_100yr,tonnes,annual,385192.6770785722
MOZ,2026,transportation,co2e_100yr,tonnes,annual,3886975.8542857696
MOZ,2026,waste,co2e_100yr,tonnes,annual,925918.7434351539
MRT,2015,agriculture,co2e_100yr,tonnes,annual,10452611.452953381
MRT,2015,buildings,co2e_100yr,tonnes,annual,526877.7665109112
MRT,2015,fluorinated-gases,co2e_100yr,tonnes,annual,405427.5711139999
MRT,2015,forestry-and-land-use,co2e_100yr,tonnes,annual,38396444.78754414
MRT,2015,fossil-fuel-operations,co2e_100yr,tonnes,annual,117929.17928659992
MRT,2015,manufacturing,co2e_100yr,tonnes,annual,789718.42249002
MRT,2015,mineral-extraction,co2e_100yr,tonnes,annual,1254937.6740076612
MRT,2015,power,co2e_100yr,tonnes,annual,710101.9821723906
MRT,2015,transportation,co2e_100yr,tonnes,annual,2332153.3388428492
MRT,2015,waste,co2e_100yr,tonnes,annual,655287.590713927
MRT,2016,agriculture,co2e_100yr,tonnes,annual,10471324.1409726
MRT,2016,buildings,co2e_100yr,tonnes,annual,514148.9378592986
MRT,2016,fluorinated-gases,co2e_100yr,tonnes,annual,462864.57267199975
MRT,2016,forestry-and-land-use,co2e_100yr,tonnes,annual,-26249184.223197855
MRT,2016,fossil-fuel-operations,co2e_100yr,tonnes,annual,128184.32987059996
MRT,2016,manufacturing,co2e_100yr,tonnes,annual,688185.9514495843
MRT,2016,mineral-extraction,co2e_100yr,tonnes,annual,1138179.6176847895
MRT,2016,power,co2e_100yr,tonnes,annual,738338.7202023596
MRT,2016,transportation,co2e_100yr,tonnes,annual,2402935.930794137
MRT,2016,waste,co2e_100yr,tonnes,annual,685821.4848279613
MRT,2017,agriculture,co2e_100yr,tonnes,annual,10449206.641621357
MRT,2017,buildings,co2e_100yr,tonnes,annual,642946.2697391785
MRT,2017,fluorinated-gases,co2e_100yr,tonnes,annual,519560.44258599984
MRT,2017,forestry-and-land-use,co2e_100yr,tonnes,annual,-8636924.411563607
MRT,2017,fossil-fuel-operations,co2e_100yr,tonnes,annual,77657.67657299999
MRT,2017,manufacturing,co2e_100yr,tonnes,annual,741139.482310203
MRT,2017,mineral-extraction,co2e_100yr,tonnes,annual,1002033.660548946
MRT,2017,power,co2e_100yr,tonnes,annual,863050.6342418165
MRT,2017,transportation,co2e_100yr,tonnes,annual,3419573.6975129405
MRT,2017,waste,co2e_100yr,tonnes,annual,717501.9820616306
MRT,2018,agriculture,co2e_100yr,tonnes,annual,10501412.280809315
MRT,2018,buildings,co2e_100yr,tonnes,annual,735501.4171682773
MRT,2018,fluorinated-gases,co2e_100yr,tonnes,annual,588973.9734539996
MRT,2018,forestry-and-land-use,co2e_100yr,tonnes,annual,-1882709.9419969884
MRT,2018,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MRT,2018,manufacturing,co2e_100yr,tonnes,annual,865299.532170899
MRT,2018,mineral-extraction,co2e_100yr,tonnes,annual,945076.8346242789
MRT,2018,power,co2e_100yr,tonnes,annual,987187.3095941233
MRT,2018,transportation,co2e_100yr,tonnes,annual,3596957.5861698403
MRT,2018,waste,co2e_100yr,tonnes,annual,751889.3718918281
MRT,2019,agriculture,co2e_100yr,tonnes,annual,10702925.254422553
MRT,2019,buildings,co2e_100yr,tonnes,annual,755316.5798539566
MRT,2019,fluorinated-gases,co2e_100yr,tonnes,annual,650156.1074439996
MRT,2019,forestry-and-land-use,co2e_100yr,tonnes,annual,32460608.0458951
MRT,2019,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MRT,2019,manufacturing,co2e_100yr,tonnes,annual,889938.8748816517
MRT,2019,mineral-extraction,co2e_100yr,tonnes,annual,1037956.6979603398
MRT,2019,power,co2e_100yr,tonnes,annual,929765.2596845292
MRT,2019,transportation,co2e_100yr,tonnes,annual,4234140.920715439
MRT,2019,waste,co2e_100yr,tonnes,annual,785412.1163669142
MRT,2020,agriculture,co2e_100yr,tonnes,annual,10865499.150868177
MRT,2020,buildings,co2e_100yr,tonnes,annual,747219.4175789512
MRT,2020,fluorinated-gases,co2e_100yr,tonnes,annual,712586.6231659995
MRT,2020,forestry-and-land-use,co2e_100yr,tonnes,annual,-60446836.316561796
MRT,2020,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MRT,2020,manufacturing,co2e_100yr,tonnes,annual,888953.7140896171
MRT,2020,mineral-extraction,co2e_100yr,tonnes,annual,1475472.8437502354
MRT,2020,power,co2e_100yr,tonnes,annual,982060.8143859064
MRT,2020,transportation,co2e_100yr,tonnes,annual,4786789.761309595
MRT,2020,waste,co2e_100yr,tonnes,annual,820991.2718637387
MRT,2021,agriculture,co2e_100yr,tonnes,annual,10605367.273891596
MRT,2021,buildings,co2e_100yr,tonnes,annual,724091.1624488598
MRT,2021,fluorinated-gases,co2e_100yr,tonnes,annual,776928.6782059999
MRT,2021,forestry-and-land-use,co2e_100yr,tonnes,annual,9149186.147220593
MRT,2021,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MRT,2021,manufacturing,co2e_100yr,tonnes,annual,898511.8063966462
MRT,2021,mineral-extraction,co2e_100yr,tonnes,annual,1843376.65648603
MRT,2021,power,co2e_100yr,tonnes,annual,952044.5186918587
MRT,2021,transportation,co2e_100yr,tonnes,annual,4813939.322499204
MRT,2021,waste,co2e_100yr,tonnes,annual,856611.7350927135
MRT,2022,agriculture,co2e_100yr,tonnes,annual,10678933.983601699
MRT,2022,buildings,co2e_100yr,tonnes,annual,805715.2915212895
MRT,2022,fluorinated-gases,co2e_100yr,tonnes,annual,839580.2517779995
MRT,2022,forestry-and-land-use,co2e_100yr,tonnes,annual,1412962.089372272
MRT,2022,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MRT,2022,manufacturing,co2e_100yr,tonnes,annual,912007.4347406258
MRT,2022,mineral-extraction,co2e_100yr,tonnes,annual,2280720.089654215
MRT,2022,power,co2e_100yr,tonnes,annual,1004931.3090109538
MRT,2022,transportation,co2e_100yr,tonnes,annual,5164709.141060079
MRT,2022,waste,co2e_100yr,tonnes,annual,894348.22004736
MRT,2023,agriculture,co2e_100yr,tonnes,annual,10691456.105529318
MRT,2023,buildings,co2e_100yr,tonnes,annual,786859.8205344875
MRT,2023,fluorinated-gases,co2e_100yr,tonnes,annual,902721.6284719998
MRT,2023,forestry-and-land-use,co2e_100yr,tonnes,annual,24691883.31851768
MRT,2023,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MRT,2023,manufacturing,co2e_100yr,tonnes,annual,907349.9085591093
MRT,2023,mineral-extraction,co2e_100yr,tonnes,annual,2731081.278219797
MRT,2023,power,co2e_100yr,tonnes,annual,1004803.7669835828
MRT,2023,transportation,co2e_100yr,tonnes,annual,5429464.402506995
MRT,2023,waste,co2e_100yr,tonnes,annual,923249.2430641439
MRT,2024,agriculture,co2e_100yr,tonnes,annual,10747486.579389317
MRT,2024,buildings,co2e_100yr,tonnes,annual,816618.97944369
MRT,2024,fluorinated-gases,co2e_100yr,tonnes,annual,965618.0979739996
MRT,2024,forestry-and-land-use,co2e_100yr,tonnes,annual,6804883.910962933
MRT,2024,fossil-fuel-operations,co2e_100yr,tonnes,annual,5512.3489596
MRT,2024,manufacturing,co2e_100yr,tonnes,annual,907349.9085591093
MRT,2024,mineral-extraction,co2e_100yr,tonnes,annual,2315038.278219797
MRT,2024,power,co2e_100yr,tonnes,annual,1007581.4616673301
MRT,2024,transportation,co2e_100yr,tonnes,annual,5809404.833171649
MRT,2024,waste,co2e_100yr,tonnes,annual,948634.6936069226
MRT,2025,agriculture,co2e_100yr,tonnes,annual,10748287.150010254
MRT,2025,buildings,co2e_100yr,tonnes,annual,838884.27145769
MRT,2025,fluorinated-gases,co2e_100yr,tonnes,annual,965618.0979739996
MRT,2025,forestry-and-land-use,co2e_100yr,tonnes,annual,903194.1336888823
MRT,2025,fossil-fuel-operations,co2e_100yr,tonnes,annual,5512.3489596
MRT,2025,manufacturing,co2e_100yr,tonnes,annual,907349.9085591094
MRT,2025,mineral-extraction,co2e_100yr,tonnes,annual,2315038.278219797
MRT,2025,power,co2e_100yr,tonnes,annual,1004912.4616673301
MRT,2025,transportation,co2e_100yr,tonnes,annual,5817958.226573008
MRT,2025,waste,co2e_100yr,tonnes,annual,971959.2059880616
MRT,2026,agriculture,co2e_100yr,tonnes,annual,2686819.581283429
MRT,2026,buildings,co2e_100yr,tonnes,annual,245224.2371509975
MRT,2026,fluorinated-gases,co2e_100yr,tonnes,annual,241404.5244934999
MRT,2026,forestry-and-land-use,co2e_100yr,tonnes,annual,7896.703765860002
MRT,2026,fossil-fuel-operations,co2e_100yr,tonnes,annual,1378.0872398999998
MRT,2026,manufacturing,co2e_100yr,tonnes,annual,241525.7310856361
MRT,2026,mineral-extraction,co2e_100yr,tonnes,annual,598534.0350017791
MRT,2026,power,co2e_100yr,tonnes,annual,240341.40687611117
MRT,2026,transportation,co2e_100yr,tonnes,annual,1492253.0718971225
MRT,2026,waste,co2e_100yr,tonnes,annual,241813.66844016788
MSR,2015,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2015,buildings,co2e_100yr,tonnes,annual,2045.4484789165313
MSR,2015,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2015,forestry-and-land-use,co2e_100yr,tonnes,annual,155592.04142434217
MSR,2015,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2015,manufacturing,co2e_100yr,tonnes,annual,1075.9982145352678
MSR,2015,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2015,power,co2e_100yr,tonnes,annual,11839.581339090317
MSR,2015,transportation,co2e_100yr,tonnes,annual,31279.975780645327
MSR,2015,waste,co2e_100yr,tonnes,annual,572.1945065752556
MSR,2016,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2016,buildings,co2e_100yr,tonnes,annual,1403.3161844407196
MSR,2016,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2016,forestry-and-land-use,co2e_100yr,tonnes,annual,-357398.7251344817
MSR,2016,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2016,manufacturing,co2e_100yr,tonnes,annual,923.7487578931837
MSR,2016,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2016,power,co2e_100yr,tonnes,annual,11411.887068743528
MSR,2016,transportation,co2e_100yr,tonnes,annual,27067.926396027236
MSR,2016,waste,co2e_100yr,tonnes,annual,568.1899256665624
MSR,2017,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2017,buildings,co2e_100yr,tonnes,annual,1073.1926180852724
MSR,2017,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2017,forestry-and-land-use,co2e_100yr,tonnes,annual,250403.33526112384
MSR,2017,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2017,manufacturing,co2e_100yr,tonnes,annual,1493.2714973526768
MSR,2017,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2017,power,co2e_100yr,tonnes,annual,10114.461356430673
MSR,2017,transportation,co2e_100yr,tonnes,annual,27910.34210985354
MSR,2017,waste,co2e_100yr,tonnes,annual,561.1212376725678
MSR,2018,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2018,buildings,co2e_100yr,tonnes,annual,1354.680594088182
MSR,2018,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2018,forestry-and-land-use,co2e_100yr,tonnes,annual,-42795.82514494893
MSR,2018,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2018,manufacturing,co2e_100yr,tonnes,annual,1279.1466739616628
MSR,2018,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2018,power,co2e_100yr,tonnes,annual,10116.229227014608
MSR,2018,transportation,co2e_100yr,tonnes,annual,30905.986886729013
MSR,2018,waste,co2e_100yr,tonnes,annual,555.8304849277004
MSR,2019,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2019,buildings,co2e_100yr,tonnes,annual,1552.6867496617951
MSR,2019,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2019,forestry-and-land-use,co2e_100yr,tonnes,annual,-50954.456748061726
MSR,2019,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2019,manufacturing,co2e_100yr,tonnes,annual,1132.6200475707612
MSR,2019,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2019,power,co2e_100yr,tonnes,annual,10115.193918996954
MSR,2019,transportation,co2e_100yr,tonnes,annual,26751.35096167771
MSR,2019,waste,co2e_100yr,tonnes,annual,551.2522909798647
MSR,2020,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2020,buildings,co2e_100yr,tonnes,annual,1153.9504599340667
MSR,2020,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2020,forestry-and-land-use,co2e_100yr,tonnes,annual,54789.4885898369
MSR,2020,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2020,manufacturing,co2e_100yr,tonnes,annual,1125.5421999735936
MSR,2020,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2020,power,co2e_100yr,tonnes,annual,10141.963074081532
MSR,2020,transportation,co2e_100yr,tonnes,annual,20684.90574187797
MSR,2020,waste,co2e_100yr,tonnes,annual,548.4216284880378
MSR,2021,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2021,buildings,co2e_100yr,tonnes,annual,1254.9952097288576
MSR,2021,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2021,forestry-and-land-use,co2e_100yr,tonnes,annual,-76230.34196169997
MSR,2021,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2021,manufacturing,co2e_100yr,tonnes,annual,1369.822885270668
MSR,2021,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2021,power,co2e_100yr,tonnes,annual,10115.953253876622
MSR,2021,transportation,co2e_100yr,tonnes,annual,18555.690695925943
MSR,2021,waste,co2e_100yr,tonnes,annual,543.5076227934034
MSR,2022,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2022,buildings,co2e_100yr,tonnes,annual,1249.6561790750102
MSR,2022,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2022,forestry-and-land-use,co2e_100yr,tonnes,annual,233132.3352585999
MSR,2022,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2022,manufacturing,co2e_100yr,tonnes,annual,1431.2094930550434
MSR,2022,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2022,power,co2e_100yr,tonnes,annual,8434.674621037306
MSR,2022,transportation,co2e_100yr,tonnes,annual,17573.157385964507
MSR,2022,waste,co2e_100yr,tonnes,annual,540.2298294202163
MSR,2023,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2023,buildings,co2e_100yr,tonnes,annual,1306.5503368426703
MSR,2023,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2023,forestry-and-land-use,co2e_100yr,tonnes,annual,-75839.31872050012
MSR,2023,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2023,manufacturing,co2e_100yr,tonnes,annual,1519.7056884746642
MSR,2023,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2023,power,co2e_100yr,tonnes,annual,8434.630733015361
MSR,2023,transportation,co2e_100yr,tonnes,annual,18759.437924190002
MSR,2023,waste,co2e_100yr,tonnes,annual,536.3527908320245
MSR,2024,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2024,buildings,co2e_100yr,tonnes,annual,1344.4255887831712
MSR,2024,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2024,forestry-and-land-use,co2e_100yr,tonnes,annual,-85813.335563333
MSR,2024,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2024,manufacturing,co2e_100yr,tonnes,annual,1519.705688474664
MSR,2024,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2024,power,co2e_100yr,tonnes,annual,8457.461820230905
MSR,2024,transportation,co2e_100yr,tonnes,annual,19718.016060211652
MSR,2024,waste,co2e_100yr,tonnes,annual,533.8249999889724
MSR,2025,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2025,buildings,co2e_100yr,tonnes,annual,1379.240896783171
MSR,2025,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2025,forestry-and-land-use,co2e_100yr,tonnes,annual,0.0
MSR,2025,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2025,manufacturing,co2e_100yr,tonnes,annual,1519.7056884746642
MSR,2025,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2025,power,co2e_100yr,tonnes,annual,8435.461820230905
MSR,2025,transportation,co2e_100yr,tonnes,annual,18340.63742093605
MSR,2025,waste,co2e_100yr,tonnes,annual,527.2056841552965
MSR,2026,agriculture,co2e_100yr,tonnes,annual,0.0
MSR,2026,buildings,co2e_100yr,tonnes,annual,348.91341919579276
MSR,2026,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MSR,2026,forestry-and-land-use,co2e_100yr,tonnes,annual,0.0
MSR,2026,fossil-fuel-operations,co2e_100yr,tonnes,annual,0.0
MSR,2026,manufacturing,co2e_100yr,tonnes,annual,375.3937779632383
MSR,2026,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MSR,2026,power,co2e_100yr,tonnes,annual,2061.331894636504
MSR,2026,transportation,co2e_100yr,tonnes,annual,6635.7132030764105
MSR,2026,waste,co2e_100yr,tonnes,annual,126.78030669076024
MTQ,2015,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2015,buildings,co2e_100yr,tonnes,annual,75594.0586602442
MTQ,2015,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2015,forestry-and-land-use,co2e_100yr,tonnes,annual,-146124.39189122958
MTQ,2015,fossil-fuel-operations,co2e_100yr,tonnes,annual,78973.56504812624
MTQ,2015,manufacturing,co2e_100yr,tonnes,annual,500994.7212801006
MTQ,2015,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2015,power,co2e_100yr,tonnes,annual,1256039.8204008099
MTQ,2015,transportation,co2e_100yr,tonnes,annual,1170663.008781915
MTQ,2015,waste,co2e_100yr,tonnes,annual,88190.3593042407
MTQ,2016,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2016,buildings,co2e_100yr,tonnes,annual,75595.15765870432
MTQ,2016,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2016,forestry-and-land-use,co2e_100yr,tonnes,annual,-3119873.617619239
MTQ,2016,fossil-fuel-operations,co2e_100yr,tonnes,annual,66464.4244839719
MTQ,2016,manufacturing,co2e_100yr,tonnes,annual,495118.3569117212
MTQ,2016,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2016,power,co2e_100yr,tonnes,annual,1273036.8204008099
MTQ,2016,transportation,co2e_100yr,tonnes,annual,1264042.9862301706
MTQ,2016,waste,co2e_100yr,tonnes,annual,88473.1824780847
MTQ,2017,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2017,buildings,co2e_100yr,tonnes,annual,75594.62472224583
MTQ,2017,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2017,forestry-and-land-use,co2e_100yr,tonnes,annual,-76080.3443381587
MTQ,2017,fossil-fuel-operations,co2e_100yr,tonnes,annual,56508.52932940577
MTQ,2017,manufacturing,co2e_100yr,tonnes,annual,528858.1283994177
MTQ,2017,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2017,power,co2e_100yr,tonnes,annual,1268115.8204008099
MTQ,2017,transportation,co2e_100yr,tonnes,annual,1435165.6758831593
MTQ,2017,waste,co2e_100yr,tonnes,annual,88382.3019106737
MTQ,2018,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2018,buildings,co2e_100yr,tonnes,annual,75593.37575206964
MTQ,2018,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2018,forestry-and-land-use,co2e_100yr,tonnes,annual,853528.6914058914
MTQ,2018,fossil-fuel-operations,co2e_100yr,tonnes,annual,68963.12213470256
MTQ,2018,manufacturing,co2e_100yr,tonnes,annual,539474.7982410238
MTQ,2018,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2018,power,co2e_100yr,tonnes,annual,1216297.8204008099
MTQ,2018,transportation,co2e_100yr,tonnes,annual,1520607.493814996
MTQ,2018,waste,co2e_100yr,tonnes,annual,87526.52356170147
MTQ,2019,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2019,buildings,co2e_100yr,tonnes,annual,75593.02959297749
MTQ,2019,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2019,forestry-and-land-use,co2e_100yr,tonnes,annual,1996613.5810975453
MTQ,2019,fossil-fuel-operations,co2e_100yr,tonnes,annual,67226.19312283822
MTQ,2019,manufacturing,co2e_100yr,tonnes,annual,533233.0890316423
MTQ,2019,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2019,power,co2e_100yr,tonnes,annual,1156591.8204008099
MTQ,2019,transportation,co2e_100yr,tonnes,annual,1481898.9359951455
MTQ,2019,waste,co2e_100yr,tonnes,annual,84591.4830921609
MTQ,2020,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2020,buildings,co2e_100yr,tonnes,annual,58383.265697191055
MTQ,2020,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2020,forestry-and-land-use,co2e_100yr,tonnes,annual,654240.4593741988
MTQ,2020,fossil-fuel-operations,co2e_100yr,tonnes,annual,54583.28326622213
MTQ,2020,manufacturing,co2e_100yr,tonnes,annual,474663.4167969543
MTQ,2020,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2020,power,co2e_100yr,tonnes,annual,1122646.8204008099
MTQ,2020,transportation,co2e_100yr,tonnes,annual,1131410.4952445652
MTQ,2020,waste,co2e_100yr,tonnes,annual,84187.02627404674
MTQ,2021,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2021,buildings,co2e_100yr,tonnes,annual,68651.62502748234
MTQ,2021,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2021,forestry-and-land-use,co2e_100yr,tonnes,annual,-747624.4075122266
MTQ,2021,fossil-fuel-operations,co2e_100yr,tonnes,annual,94435.11732215017
MTQ,2021,manufacturing,co2e_100yr,tonnes,annual,546204.1148877708
MTQ,2021,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2021,power,co2e_100yr,tonnes,annual,983188.8204008098
MTQ,2021,transportation,co2e_100yr,tonnes,annual,1278322.6884165807
MTQ,2021,waste,co2e_100yr,tonnes,annual,83647.96329537542
MTQ,2022,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2022,buildings,co2e_100yr,tonnes,annual,76760.82770948234
MTQ,2022,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2022,forestry-and-land-use,co2e_100yr,tonnes,annual,-1940194.429954516
MTQ,2022,fossil-fuel-operations,co2e_100yr,tonnes,annual,111288.89722601292
MTQ,2022,manufacturing,co2e_100yr,tonnes,annual,547581.7539766826
MTQ,2022,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2022,power,co2e_100yr,tonnes,annual,957595.8204008098
MTQ,2022,transportation,co2e_100yr,tonnes,annual,1489613.856100561
MTQ,2022,waste,co2e_100yr,tonnes,annual,83257.00761621592
MTQ,2023,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2023,buildings,co2e_100yr,tonnes,annual,79857.72523816417
MTQ,2023,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2023,forestry-and-land-use,co2e_100yr,tonnes,annual,-1416502.0535652048
MTQ,2023,fossil-fuel-operations,co2e_100yr,tonnes,annual,119564.80032120083
MTQ,2023,manufacturing,co2e_100yr,tonnes,annual,549896.0055103771
MTQ,2023,mineral-extraction,co2e_100yr,tonnes,annual,0.0
MTQ,2023,power,co2e_100yr,tonnes,annual,957589.6686203339
MTQ,2023,transportation,co2e_100yr,tonnes,annual,1574965.034173069
MTQ,2023,waste,co2e_100yr,tonnes,annual,82398.88396298028
MTQ,2024,agriculture,co2e_100yr,tonnes,annual,0.0
MTQ,2024,buildings,co2e_100yr,tonnes,annual,80654.10216941443
MTQ,2024,fluorinated-gases,co2e_100yr,tonnes,annual,0.0
MTQ,2024,forestry-and-land-use,co2e_100yr,tonnes,annual,163396.3850546575
MTQ,2024,fossil-fuel-operations,co2e_100yr,tonnes,annual,119892.37156809273
